Size,Technology,Fuel type,Range,Drive Cycle,Data,Unit,Source,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Light truck,ICEV-D,Diesel,NA,City,25%,L/100km,EPA - FE,10.22671889,13.06747414,14.05233892,14.70090841,14.70090841,13.83614909,13.83614909,14.70090841,15.68096897,15.68096897,15.68096897,16.80103818,18.09342573,18.09342573,NA,NA,NA,11.20069212,15.68096897,12.37971234,13.2050265,12.55165279,13.06747414,12.89553369,12.89553369,12.37971234,12.22496594,11.27069645,10.12019057,9.800605605
Light truck,ICEV-D,Diesel,NA,City,50%,L/100km,EPA - FE,14.70090841,14.70090841,14.70090841,14.70090841,15.68096897,15.68096897,15.19093869,14.70090841,15.68096897,16.80103818,16.24100357,16.80103818,18.09342573,18.09342573,NA,NA,NA,11.20069212,15.68096897,12.37971234,14.03034066,13.06747414,13.06747414,13.06747414,13.06747414,13.06747414,12.72359324,12.07021953,10.99372281,9.800605605
Light truck,ICEV-D,Diesel,NA,City,75%,L/100km,EPA - FE,15.68096897,15.68096897,15.68096897,15.68096897,15.68096897,15.68096897,15.68096897,15.68096897,15.68096897,16.80103818,16.80103818,16.80103818,18.09342573,18.09342573,NA,NA,NA,11.20069212,15.68096897,12.37971234,14.85565481,13.64398035,13.64398035,13.25964288,13.25964288,13.06747414,13.25964288,12.37971234,11.91547313,10.69156975
Light truck,ICEV-D,Diesel,NA,City,100%,L/100km,EPA - FE,15.68096897,16.80103818,15.68096897,15.68096897,16.80103818,16.80103818,16.80103818,15.68096897,16.80103818,18.09342573,16.80103818,18.09342573,18.09342573,18.09342573,NA,NA,NA,11.20069212,15.68096897,12.37971234,15.68096897,15.68096897,15.68096897,13.83614909,13.83614909,13.83614909,13.83614909,12.37971234,12.37971234,12.37971234
Light truck,ICEV-D,Diesel,NA,Highway,0%,L/100km,EPA - FE,6.720415272,6.720415272,10.22671889,10.22671889,10.69156975,10.22671889,10.22671889,11.76072673,10.69156975,10.69156975,12.37971234,13.83614909,13.83614909,13.83614909,NA,NA,NA,9.800605605,10.69156975,9.800605605,10.22671889,9.046712866,9.800605605,9.046712866,9.046712866,9.046712866,8.711649427,7.350454204,7.350454204,7.127713168
Light truck,ICEV-D,Diesel,NA,Highway,25%,L/100km,EPA - FE,9.702599549,10.69156975,10.81885034,10.69156975,11.76072673,11.76072673,10.69156975,11.76072673,11.76072673,11.76072673,12.89553369,13.83614909,13.83614909,13.83614909,NA,NA,NA,9.800605605,10.69156975,9.800605605,10.61022085,9.907133927,9.800605605,9.612132421,9.318114252,9.800605605,8.962947007,8.371350621,7.528287773,7.350454204
Light truck,ICEV-D,Diesel,NA,Highway,50%,L/100km,EPA - FE,10.69156975,11.20069212,11.76072673,11.76072673,11.76072673,11.76072673,10.94613094,11.76072673,12.07021953,12.37971234,13.45181162,13.83614909,13.83614909,13.83614909,NA,NA,NA,9.800605605,10.69156975,9.800605605,10.99372281,10.22671889,10.01366225,9.800605605,9.604593493,9.800605605,9.636715879,8.879181147,8.149607528,7.58756563
Light truck,ICEV-D,Diesel,NA,Highway,75%,L/100km,EPA - FE,11.76072673,12.37971234,11.76072673,12.74078729,12.37971234,12.22496594,11.76072673,12.37971234,13.06747414,13.83614909,13.83614909,13.83614909,13.83614909,13.83614909,NA,NA,NA,9.800605605,10.69156975,9.800605605,11.37722477,10.57535704,10.57535704,9.907133927,9.907133927,11.20069212,10.4702122,9.046712866,8.795415287,8.110846018
Light truck,ICEV-D,Diesel,NA,Highway,100%,L/100km,EPA - FE,14.70090841,13.06747414,13.83614909,13.83614909,13.83614909,13.83614909,13.06747414,12.37971234,13.83614909,14.70090841,13.83614909,14.70090841,13.83614909,13.83614909,NA,NA,NA,9.800605605,10.69156975,9.800605605,11.76072673,11.76072673,11.76072673,10.22671889,10.22671889,11.20069212,11.20069212,9.046712866,9.046712866,9.046712866
Car,HEV,Gasoline,NA,Combined,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.438010085,4.438010085,4.438010085,4.438010085,4.523356433,4.523356433,4.523356433,5.113359446,5.113359446,5.113359446,4.704290691,4.900302803,4.704290691,4.704290691,4.704290691,4.704290691
Car,HEV,Gasoline,NA,Combined,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.438010085,4.862925945,4.721287325,5.370752215,5.058962005,5.086160726,5.004564564,6.259210303,6.588642424,6.588642424,5.736939867,6.11248297,5.736939867,5.772795741,5.844507489,5.880363363
Car,HEV,Gasoline,NA,Combined,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.438010085,5.004564564,5.004564564,5.736939867,5.736939867,5.736939867,5.113359446,6.918074545,7.814861986,7.514460282,6.720415272,6.53373707,6.53373707,6.357149582,6.445443326,6.357149582
Car,HEV,Gasoline,NA,Combined,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.438010085,5.18765839,5.370752215,5.808651615,5.808651615,5.880363363,5.60034606,8.711649427,9.090416793,8.639814237,8.110846018,7.902464599,8.40051909,8.110846018,8.40051909,7.840484484
Car,HEV,Gasoline,NA,Combined,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.438010085,5.736939867,5.736939867,5.880363363,5.880363363,8.40051909,9.408581381,10.22671889,11.20069212,11.20069212,11.20069212,11.76072673,11.76072673,11.76072673,16.80103818,11.76072673
Car,HEV,Gasoline,NA,City,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.800296623,4.900302803,4.900302803,4.900302803,4.900302803,4.900302803,4.900302803,4.900302803,4.900302803,4.900302803,4.612049697,4.800296623,4.438010085,4.438010085,4.438010085,4.438010085
Car,HEV,Gasoline,NA,City,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.800296623,5.145317943,5.063646229,5.413667858,5.063646229,5.145317943,4.900302803,6.300389318,6.510402295,6.510402295,5.880363363,5.9575914,5.736939867,5.772795741,5.844507489,5.736939867
Car,HEV,Gasoline,NA,City,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.800296623,5.226989656,5.226989656,5.880363363,6.031141911,6.031141911,5.226989656,7.127713168,8.464159386,8.087213017,6.720415272,6.918074545,6.918074545,6.720415272,6.720415272,6.720415272
Car,HEV,Gasoline,NA,City,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.800296623,5.320328757,5.413667858,6.110499041,6.110499041,6.231679524,5.880363363,9.800605605,10.02334664,9.457927088,9.046712866,8.36356666,9.800605605,9.408581381,8.885882416,8.40051909
Car,HEV,Gasoline,NA,City,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.800296623,5.60034606,5.60034606,6.357149582,6.357149582,9.408581381,10.69156975,10.69156975,11.76072673,11.76072673,12.37971234,13.83614909,13.83614909,12.37971234,19.60121121,12.37971234
Car,HEV,Gasoline,NA,Highway,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.855975976,3.920242242,3.986687026,3.986687026,4.055423009,4.055423009,4.055423009,5.226989656,5.226989656,5.226989656,4.900302803,5.113359446,5.113359446,4.900302803,4.900302803,4.900302803
Car,HEV,Gasoline,NA,Highway,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.855975976,4.580283028,4.393491824,5.01364314,5.01364314,5.120316398,4.800296623,6.072532101,6.495303323,6.495303323,5.470105454,5.993447274,6.031141911,6.031141911,6.031141911,6.031141911
Car,HEV,Gasoline,NA,Highway,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.855975976,4.800296623,4.800296623,5.226989656,5.226989656,5.226989656,5.226989656,7.127713168,7.239083686,6.918074545,6.918074545,6.720415272,6.357149582,6.189856172,6.357149582,6.189856172
Car,HEV,Gasoline,NA,Highway,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.855975976,5.034457434,5.268618245,5.470105454,5.348547555,5.502665606,5.226989656,7.350454204,7.864985998,7.697930221,7.127713168,7.697930221,7.58756563,6.821990176,6.970484201,6.918074545
Car,HEV,Gasoline,NA,Highway,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.855975976,5.736939867,5.736939867,5.736939867,5.60034606,7.127713168,7.58756563,9.408581381,10.69156975,10.69156975,10.69156975,10.22671889,10.22671889,10.22671889,14.70090841,10.22671889
Light truck,HEV,Gasoline,NA,Combined,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.83614909,8.110846018,8.110846018,7.840484484,7.350454204,7.350454204,7.350454204,7.350454204,7.350454204,8.110846018,7.840484484,7.350454204
Light truck,HEV,Gasoline,NA,Combined,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.83614909,9.992774343,8.711649427,8.962947007,8.40051909,8.40051909,8.110846018,8.110846018,9.100562348,11.20069212,8.40051909,8.110846018
Light truck,HEV,Gasoline,NA,Combined,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.26852875,13.83614909,8.879181147,9.046712866,8.723615978,11.20069212,10.69156975,11.20069212,11.20069212,11.20069212,9.046712866,8.40051909
Light truck,HEV,Gasoline,NA,Combined,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.70090841,14.48471858,13.83614909,13.83614909,10.75266444,11.34070077,10.69156975,11.20069212,11.20069212,11.20069212,9.046712866,9.046712866
Light truck,HEV,Gasoline,NA,Combined,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.70090841,14.70090841,14.70090841,14.70090841,11.76072673,11.76072673,13.06747414,13.06747414,11.20069212,11.20069212,11.20069212,11.20069212
Light truck,HEV,Gasoline,NA,City,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.70090841,7.840484484,7.840484484,7.58756563,6.918074545,6.918074545,6.918074545,6.918074545,6.918074545,7.58756563,7.58756563,6.918074545
Light truck,HEV,Gasoline,NA,City,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.70090841,9.97561642,8.40051909,8.40051909,8.110846018,8.110846018,7.840484484,7.840484484,9.240570999,11.76072673,8.328100822,8.110846018
Light truck,HEV,Gasoline,NA,City,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.19093869,14.70090841,8.556084259,8.711649427,8.711649427,11.20069212,11.20069212,11.76072673,11.76072673,11.76072673,9.227647124,8.711649427
Light truck,HEV,Gasoline,NA,City,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.68096897,15.43595383,14.70090841,14.70090841,10.75266444,11.76072673,11.20069212,11.76072673,11.76072673,11.76072673,9.506587437,9.408581381
Light truck,HEV,Gasoline,NA,City,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.68096897,15.68096897,15.68096897,15.68096897,11.76072673,11.76072673,13.83614909,13.83614909,11.76072673,11.76072673,11.76072673,11.76072673
Light truck,HEV,Gasoline,NA,Highway,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.37971234,8.40051909,8.40051909,8.110846018,7.350454204,7.350454204,7.350454204,7.840484484,7.840484484,7.840484484,7.350454204,7.127713168
Light truck,HEV,Gasoline,NA,Highway,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.37971234,9.879962736,9.046712866,8.711649427,8.05827572,8.493858191,8.40051909,8.711649427,8.983888472,9.800605605,8.40051909,7.840484484
Light truck,HEV,Gasoline,NA,Highway,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.10793072,12.37971234,9.408581381,9.408581381,9.060115404,10.69156975,9.800605605,10.01366225,10.22671889,10.22671889,8.40051909,8.40051909
Light truck,HEV,Gasoline,NA,Highway,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.83614909,12.89553369,12.37971234,12.37971234,10.46882871,10.81885034,10.69156975,10.22671889,10.22671889,10.22671889,8.711649427,8.40051909
Light truck,HEV,Gasoline,NA,Highway,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.83614909,13.06747414,13.06747414,13.06747414,11.76072673,11.76072673,12.37971234,12.37971234,10.22671889,10.22671889,9.800605605,9.800605605
Car,CNG,CNG & LPG,NA,Combined,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.711649427,8.40051909,8.40051909,8.40051909,8.40051909,8.40051909,8.40051909,8.40051909,8.40051909,8.40051909,8.40051909,8.40051909,7.58756563,7.58756563,7.58756563,7.58756563
Car,CNG,CNG & LPG,NA,Combined,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.19658967,9.770168942,9.313618991,9.100562348,9.100562348,8.40051909,8.40051909,8.40051909,8.40051909,8.40051909,8.40051909,8.40051909,7.58756563,7.58756563,7.58756563,8.630855904
Car,CNG,CNG & LPG,NA,Combined,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.69156975,10.45914432,10.22671889,9.800605605,9.800605605,8.40051909,8.40051909,8.40051909,8.40051909,8.40051909,8.40051909,8.40051909,7.58756563,7.58756563,7.58756563,9.674146178
Car,CNG,CNG & LPG,NA,Combined,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.69390442,11.69390442,12.46381365,13.30082189,13.30082189,8.40051909,8.40051909,8.40051909,8.40051909,8.40051909,8.40051909,8.40051909,7.58756563,7.58756563,7.58756563,10.71743645
Car,CNG,CNG & LPG,NA,Combined,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.70090841,14.70090841,14.70090841,16.80103818,16.80103818,8.40051909,8.40051909,8.40051909,8.40051909,8.40051909,8.40051909,8.40051909,7.58756563,7.58756563,7.58756563,11.76072673
Car,CNG,CNG & LPG,NA,City,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.800605605,9.046712866,9.046712866,9.046712866,9.046712866,9.046712866,9.800605605,9.800605605,9.800605605,9.800605605,9.800605605,9.800605605,8.711649427,8.711649427,8.711649427,8.711649427
Car,CNG,CNG & LPG,NA,City,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.27069645,11.08222326,10.4037198,10.12370249,10.12370249,9.046712866,9.800605605,9.800605605,9.800605605,9.800605605,9.800605605,9.800605605,8.711649427,8.711649427,8.711649427,9.992774343
Car,CNG,CNG & LPG,NA,City,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.07021953,12.07021953,11.76072673,11.20069212,11.20069212,9.046712866,9.800605605,9.800605605,9.800605605,9.800605605,9.800605605,9.800605605,8.711649427,8.711649427,8.711649427,11.27389926
Car,CNG,CNG & LPG,NA,City,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4850438,13.4850438,14.28088245,15.40095167,15.40095167,9.046712866,9.800605605,9.800605605,9.800605605,9.800605605,9.800605605,9.800605605,8.711649427,8.711649427,8.711649427,12.55502417
Car,CNG,CNG & LPG,NA,City,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.80103818,16.80103818,16.80103818,19.60121121,19.60121121,9.046712866,9.800605605,9.800605605,9.800605605,9.800605605,9.800605605,9.800605605,8.711649427,8.711649427,8.711649427,13.83614909
Car,CNG,CNG & LPG,NA,Highway,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.58756563,7.58756563,7.58756563,7.58756563,7.58756563,7.58756563,6.53373707,6.53373707,6.53373707,6.53373707,6.53373707,6.53373707,6.189856172,6.189856172,6.189856172,6.189856172
Car,CNG,CNG & LPG,NA,Highway,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.197280725,8.197280725,7.99404236,7.714025057,7.849205824,7.58756563,6.53373707,6.53373707,6.53373707,6.53373707,6.53373707,6.53373707,6.189856172,6.189856172,6.189856172,6.994537474
Car,CNG,CNG & LPG,NA,Highway,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.904550236,8.40051909,8.40051909,7.840484484,8.110846018,7.58756563,6.53373707,6.53373707,6.53373707,6.53373707,6.53373707,6.53373707,6.189856172,6.189856172,6.189856172,7.799218776
Car,CNG,CNG & LPG,NA,Highway,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.856609066,9.100562348,10.08062291,10.83831679,10.97349755,7.58756563,6.53373707,6.53373707,6.53373707,6.53373707,6.53373707,6.53373707,6.189856172,6.189856172,6.189856172,8.603900079
Car,CNG,CNG & LPG,NA,Highway,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.20069212,11.20069212,11.76072673,13.83614909,13.83614909,7.58756563,6.53373707,6.53373707,6.53373707,6.53373707,6.53373707,6.53373707,6.189856172,6.189856172,6.189856172,9.408581381
Light truck,CNG,CNG & LPG,NA,Combined,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,13.83614909,13.83614909,13.83614909,NA,NA,NA,NA,18.09342573,18.09342573,18.09342573,15.68096897,15.68096897,26.13494828,NA,NA,NA,NA,NA,18.09342573,18.09342573,NA,18.09342573,NA
Light truck,CNG,CNG & LPG,NA,Combined,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,13.83614909,13.83614909,13.83614909,NA,NA,NA,NA,18.4703721,19.60121121,18.84731847,16.88719735,19.60121121,26.13494828,NA,NA,NA,NA,NA,18.09342573,18.09342573,NA,18.09342573,NA
Light truck,CNG,CNG & LPG,NA,Combined,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,13.83614909,13.83614909,13.83614909,NA,NA,NA,NA,18.84731847,19.60121121,19.60121121,18.09342573,19.60121121,26.13494828,NA,NA,NA,NA,NA,18.09342573,18.09342573,NA,18.09342573,NA
Light truck,CNG,CNG & LPG,NA,Combined,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,13.83614909,13.83614909,13.83614909,NA,NA,NA,NA,19.22426484,20.04669328,20.49217536,18.84731847,19.60121121,26.13494828,NA,NA,NA,NA,NA,18.09342573,18.09342573,NA,18.09342573,NA
Light truck,CNG,CNG & LPG,NA,Combined,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,13.83614909,13.83614909,13.83614909,NA,NA,NA,NA,19.60121121,21.3831395,21.3831395,23.52145345,23.52145345,26.13494828,NA,NA,NA,NA,NA,18.09342573,18.09342573,NA,18.09342573,NA
Light truck,CNG,CNG & LPG,NA,City,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,15.68096897,15.68096897,15.68096897,NA,NA,NA,NA,21.3831395,21.3831395,19.60121121,18.09342573,18.09342573,29.40181682,NA,NA,NA,NA,NA,21.3831395,21.3831395,NA,19.60121121,NA
Light truck,CNG,CNG & LPG,NA,City,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,15.68096897,15.68096897,15.68096897,NA,NA,NA,NA,21.3831395,21.3831395,20.49217536,19.73828262,21.3831395,29.40181682,NA,NA,NA,NA,NA,21.3831395,21.3831395,NA,19.60121121,NA
Light truck,CNG,CNG & LPG,NA,City,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,15.68096897,15.68096897,15.68096897,NA,NA,NA,NA,21.3831395,21.3831395,21.3831395,21.3831395,21.3831395,29.40181682,NA,NA,NA,NA,NA,21.3831395,21.3831395,NA,19.60121121,NA
Light truck,CNG,CNG & LPG,NA,City,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,15.68096897,15.68096897,15.68096897,NA,NA,NA,NA,21.3831395,21.91771799,22.45229648,22.45229648,21.3831395,29.40181682,NA,NA,NA,NA,NA,21.3831395,21.3831395,NA,19.60121121,NA
Light truck,CNG,CNG & LPG,NA,City,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,15.68096897,15.68096897,15.68096897,NA,NA,NA,NA,21.3831395,23.52145345,23.52145345,23.52145345,26.13494828,29.40181682,NA,NA,NA,NA,NA,21.3831395,21.3831395,NA,19.60121121,NA
Light truck,CNG,CNG & LPG,NA,Highway,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,11.20069212,11.20069212,11.20069212,NA,NA,NA,NA,15.68096897,15.68096897,15.68096897,13.06747414,13.06747414,21.3831395,NA,NA,NA,NA,NA,14.70090841,14.70090841,NA,14.70090841,NA
Light truck,CNG,CNG & LPG,NA,Highway,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,11.20069212,11.20069212,11.20069212,NA,NA,NA,NA,15.96098627,15.68096897,15.68096897,13.06747414,15.68096897,21.3831395,NA,NA,NA,NA,NA,14.70090841,14.70090841,NA,14.70090841,NA
Light truck,CNG,CNG & LPG,NA,Highway,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,11.20069212,11.20069212,11.20069212,NA,NA,NA,NA,16.24100357,16.24100357,16.80103818,15.68096897,15.68096897,21.3831395,NA,NA,NA,NA,NA,14.70090841,14.70090841,NA,14.70090841,NA
Light truck,CNG,CNG & LPG,NA,Highway,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,11.20069212,11.20069212,11.20069212,NA,NA,NA,NA,16.52102088,16.80103818,16.80103818,16.24100357,15.68096897,21.3831395,NA,NA,NA,NA,NA,14.70090841,14.70090841,NA,14.70090841,NA
Light truck,CNG,CNG & LPG,NA,Highway,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,11.20069212,11.20069212,11.20069212,NA,NA,NA,NA,16.80103818,16.80103818,16.80103818,21.3831395,21.3831395,21.3831395,NA,NA,NA,NA,NA,14.70090841,14.70090841,NA,14.70090841,NA
Car,FFV,Ethanol,NA,Combined,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.76072673,12.37971234,11.20069212,11.20069212,11.20069212,11.20069212,10.69156975,10.69156975,10.69156975,10.22671889,9.046712866,9.046712866,7.350454204,7.350454204,7.350454204,7.58756563
Car,FFV,Ethanol,NA,Combined,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.76072673,12.37971234,11.20069212,11.20069212,11.20069212,11.20069212,11.20069212,10.69156975,10.69156975,10.69156975,10.22671889,10.69156975,9.800605605,10.22671889,10.22671889,9.800605605
Car,FFV,Ethanol,NA,Combined,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.76072673,12.37971234,11.79020223,11.76072673,11.76072673,11.76072673,11.20069212,12.37971234,11.20069212,11.20069212,10.69156975,11.20069212,10.69156975,10.69156975,10.69156975,10.45914432
Car,FFV,Ethanol,NA,Combined,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.76072673,12.37971234,12.37971234,12.07021953,11.76072673,11.76072673,12.74078729,13.06747414,13.06747414,11.76072673,11.20069212,12.22496594,11.20069212,11.20069212,11.20069212,11.34070077
Car,FFV,Ethanol,NA,Combined,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.76072673,12.37971234,12.37971234,12.37971234,12.37971234,12.37971234,13.06747414,13.06747414,13.06747414,12.37971234,12.37971234,18.09342573,16.80103818,16.80103818,15.68096897,15.68096897
Car,FFV,Ethanol,NA,City,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.83614909,14.70090841,13.06747414,12.37971234,12.37971234,12.37971234,12.37971234,12.37971234,12.37971234,12.37971234,10.69156975,10.69156975,8.40051909,8.40051909,8.40051909,8.711649427
Car,FFV,Ethanol,NA,City,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.83614909,14.70090841,13.06747414,12.37971234,12.37971234,12.37971234,12.37971234,12.89553369,13.06747414,12.37971234,12.37971234,12.37971234,11.76072673,11.76072673,11.76072673,11.20069212
Car,FFV,Ethanol,NA,City,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.83614909,14.70090841,13.45181162,13.83614909,13.06747414,13.45181162,12.72359324,13.83614909,13.06747414,13.06747414,12.72359324,13.06747414,12.37971234,12.37971234,12.37971234,12.37971234
Car,FFV,Ethanol,NA,City,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.83614909,14.70090841,13.83614909,13.83614909,13.83614909,13.83614909,15.219764,15.68096897,15.68096897,13.83614909,13.06747414,14.48471858,13.06747414,13.64398035,13.25964288,13.25964288
Car,FFV,Ethanol,NA,City,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.83614909,14.70090841,13.83614909,13.83614909,13.83614909,13.83614909,15.68096897,15.68096897,15.68096897,14.70090841,14.70090841,21.3831395,21.3831395,21.3831395,19.60121121,19.60121121
Car,FFV,Ethanol,NA,Highway,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.046712866,9.408581381,9.408581381,9.408581381,9.046712866,9.408581381,8.110846018,8.110846018,8.110846018,8.110846018,7.127713168,7.350454204,6.031141911,6.031141911,6.031141911,6.031141911
