Size,Technology,Fuel type,Range,Drive Cycle,Data,Unit,Source,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Car,PHEV,Gasoline,20,Highway,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.800296623,6.53373707,8.110846018,8.533285915
Car,PHEV,Gasoline,20,Highway,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.800296623,6.53373707,11.76072673,11.76072673
Car,PHEV,Gasoline,20,City,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.612049697,4.612049697,4.612049697,4.612049697
Car,PHEV,Gasoline,20,City,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.612049697,5.24620653,5.442463964,5.880363363
Car,PHEV,Gasoline,20,City,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.612049697,5.880363363,5.880363363,9.100562348
Car,PHEV,Gasoline,20,City,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.612049697,5.880363363,9.313618991,10.61022085
Car,PHEV,Gasoline,20,City,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.612049697,5.880363363,14.70090841,14.70090841
Car,PHEV,Electricity,20,Combined,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.01976457,18.01976457,15.5342798,15.5342798
Car,PHEV,Electricity,20,Combined,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.01976457,20.50524934,18.01976457,21.74799172
Car,PHEV,Electricity,20,Combined,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.01976457,22.9907341,22.9907341,24.85484768
Car,PHEV,Electricity,20,Combined,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.01976457,22.9907341,24.85484768,31.3792452
Car,PHEV,Electricity,20,Combined,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.01976457,22.9907341,32.31130198,36.66090033
Car,PHEV,Electricity,20,City,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.15565099,16.15565099,15.5342798,15.5342798
Car,PHEV,Electricity,20,City,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.15565099,18.64113576,16.46633659,19.88387814
Car,PHEV,Electricity,20,City,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.15565099,21.12662053,21.12662053,24.54416208
Car,PHEV,Electricity,20,City,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.15565099,21.12662053,24.54416208,31.0685596
Car,PHEV,Electricity,20,City,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.15565099,21.12662053,32.93267318,39.1463851
Car,PHEV,Electricity,20,Highway,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.50524934,20.50524934,16.15565099,16.15565099
Car,PHEV,Electricity,20,Highway,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.50524934,23.3014197,20.19456374,24.23347649
Car,PHEV,Electricity,20,Highway,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.50524934,26.09759006,25.47621887,26.09759006
Car,PHEV,Electricity,20,Highway,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.50524934,26.09759006,26.09759006,31.68993079
Car,PHEV,Electricity,20,Highway,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.50524934,26.09759006,31.68993079,33.55404437
Car,PHEV,Gasoline,40,Combined,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.357149582,6.357149582,6.357149582,6.357149582,6.357149582
Car,PHEV,Gasoline,40,Combined,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.357149582,7.708043868,6.357149582,6.549790478,6.549790478
Car,PHEV,Gasoline,40,Combined,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.357149582,9.058938154,6.357149582,6.742431375,6.742431375
Car,PHEV,Gasoline,40,Combined,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.357149582,10.40983244,6.357149582,6.935072271,6.935072271
Car,PHEV,Gasoline,40,Combined,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.357149582,11.76072673,6.357149582,7.127713168,7.127713168
Car,PHEV,Gasoline,40,Highway,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.880363363,5.880363363,5.880363363,5.880363363,5.880363363
Car,PHEV,Gasoline,40,Highway,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.880363363,7.210445552,5.880363363,6.09037634,6.09037634
Car,PHEV,Gasoline,40,Highway,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.880363363,8.540527742,5.880363363,6.300389318,6.300389318
Car,PHEV,Gasoline,40,Highway,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.880363363,9.870609931,5.880363363,6.510402295,6.510402295
Car,PHEV,Gasoline,40,Highway,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.880363363,11.20069212,5.880363363,6.720415272,6.720415272
Car,PHEV,Gasoline,40,City,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.720415272,6.720415272,6.720415272,6.720415272,6.720415272
Car,PHEV,Gasoline,40,City,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.720415272,7.980493136,6.720415272,6.937202862,6.937202862
Car,PHEV,Gasoline,40,City,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.720415272,9.240570999,6.720415272,7.153990451,7.153990451
Car,PHEV,Gasoline,40,City,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.720415272,10.50064886,6.720415272,7.370778041,7.370778041
Car,PHEV,Gasoline,40,City,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.720415272,11.76072673,6.720415272,7.58756563,7.58756563
Car,PHEV,Electricity,40,Combined,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,22.36936291,21.74799172,21.74799172,21.74799172
Car,PHEV,Electricity,40,Combined,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,26.42380994,21.74799172,22.68004851,22.68004851
Car,PHEV,Electricity,40,Combined,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,30.47825697,21.74799172,23.6121053,23.6121053
Car,PHEV,Electricity,40,Combined,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,34.532704,21.74799172,24.54416208,24.54416208
Car,PHEV,Electricity,40,Combined,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,38.58715102,21.74799172,25.47621887,25.47621887
Car,PHEV,Electricity,40,City,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,22.36936291,20.50524934,20.50524934,20.50524934
Car,PHEV,Electricity,40,City,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,26.36167282,20.50524934,21.43730612,21.43730612
Car,PHEV,Electricity,40,City,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,30.35398273,20.50524934,22.36936291,22.36936291
Car,PHEV,Electricity,40,City,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,34.34629264,20.50524934,23.3014197,23.3014197
Car,PHEV,Electricity,40,City,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36936291,38.33860255,20.50524934,24.23347649,24.23347649
Car,PHEV,Electricity,40,Highway,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9907341,22.9907341,22.36936291,22.36936291,22.36936291
Car,PHEV,Electricity,40,Highway,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9907341,26.95197545,22.36936291,23.3014197,23.3014197
Car,PHEV,Electricity,40,Highway,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9907341,30.9132168,22.36936291,24.23347649,24.23347649
Car,PHEV,Electricity,40,Highway,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9907341,34.87445815,22.36936291,25.16553328,25.16553328
Car,PHEV,Electricity,40,Highway,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9907341,38.8356995,22.36936291,26.09759006,26.09759006
Light truck,PHEV,Gasoline,Glo,Combined,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.69156975
Light truck,PHEV,Gasoline,Glo,Combined,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.69156975
Light truck,PHEV,Gasoline,Glo,Combined,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.69156975
Light truck,PHEV,Gasoline,Glo,Combined,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.69156975
Light truck,PHEV,Gasoline,Glo,Combined,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.69156975
Light truck,PHEV,Gasoline,Glo,Highway,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.800605605
Light truck,PHEV,Gasoline,Glo,Highway,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.800605605
Light truck,PHEV,Gasoline,Glo,Highway,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.800605605
Light truck,PHEV,Gasoline,Glo,Highway,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.800605605
Light truck,PHEV,Gasoline,Glo,Highway,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.800605605
Light truck,PHEV,Gasoline,Glo,City,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.20069212
Light truck,PHEV,Gasoline,Glo,City,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.20069212
Light truck,PHEV,Gasoline,Glo,City,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.20069212
Light truck,PHEV,Gasoline,Glo,City,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.20069212
Light truck,PHEV,Gasoline,Glo,City,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.20069212
Light truck,PHEV,Electricity,Glo,Combined,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225
Light truck,PHEV,Electricity,Glo,Combined,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225
Light truck,PHEV,Electricity,Glo,Combined,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225
Light truck,PHEV,Electricity,Glo,Combined,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225
Light truck,PHEV,Electricity,Glo,Combined,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225
Light truck,PHEV,Electricity,Glo,City,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.49598344
Light truck,PHEV,Electricity,Glo,City,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.49598344
Light truck,PHEV,Electricity,Glo,City,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.49598344
Light truck,PHEV,Electricity,Glo,City,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.49598344
Light truck,PHEV,Electricity,Glo,City,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.49598344
Light truck,PHEV,Electricity,Glo,Highway,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225
Light truck,PHEV,Electricity,Glo,Highway,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225
Light truck,PHEV,Electricity,Glo,Highway,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225
Light truck,PHEV,Electricity,Glo,Highway,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225
Light truck,PHEV,Electricity,Glo,Highway,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225
Light truck,PHEV,Gasoline,20,Combined,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.69156975
Light truck,PHEV,Gasoline,20,Combined,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.69156975
Light truck,PHEV,Gasoline,20,Combined,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.69156975
Light truck,PHEV,Gasoline,20,Combined,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.69156975
Light truck,PHEV,Gasoline,20,Combined,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.69156975
Light truck,PHEV,Gasoline,20,Highway,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.800605605
Light truck,PHEV,Gasoline,20,Highway,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.800605605
Light truck,PHEV,Gasoline,20,Highway,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.800605605
Light truck,PHEV,Gasoline,20,Highway,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.800605605
Light truck,PHEV,Gasoline,20,Highway,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.800605605
Light truck,PHEV,Gasoline,20,City,0%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.20069212
Light truck,PHEV,Gasoline,20,City,25%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.20069212
Light truck,PHEV,Gasoline,20,City,50%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.20069212
Light truck,PHEV,Gasoline,20,City,75%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.20069212
Light truck,PHEV,Gasoline,20,City,100%,L/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.20069212
Light truck,PHEV,Electricity,20,Combined,0%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225
Light truck,PHEV,Electricity,20,Combined,25%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225
Light truck,PHEV,Electricity,20,Combined,50%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225
Light truck,PHEV,Electricity,20,Combined,75%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225
Light truck,PHEV,Electricity,20,Combined,100%,kWh/100km,EPA - FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87461225
