"Material","Scenario","rec_scen","Case","Year","value","Type"
"Other steels","Steel Intensive","CL100","Closed loop",2033,0.821133312431422,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2033,0.583006209829214,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2033,0.975328130413237,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2033,1,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2033,0.984695273211967,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2033,0.350434051353894,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2033,0.930148472840517,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2033,0.572844857965164,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2033,0.616960427776905,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2033,0.567306783071405,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2033,0.960806617583259,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2034,0.27,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2034,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2034,0.22,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2034,1,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2034,0.27,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2034,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2034,0.22,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2034,1,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2034,0.27,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2034,0.27,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2034,0.22,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2034,1,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2034,0.510923201300549,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2034,0.840213899670407,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2034,0.605369098546245,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2034,0.977140664461477,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2034,1,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2034,1,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2034,0.371768703989052,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2034,0.945025079042012,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2034,0.595347706957656,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2034,0.636188451788276,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2034,0.589642199701977,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2034,0.963421344867328,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2035,0.27,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2035,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2035,0.22,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2035,1,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2035,0.27,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2035,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2035,0.22,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2035,1,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2035,0.27,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2035,0.27,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2035,0.22,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2035,1,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2035,0.53269211303739,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2035,0.858762178921972,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2035,0.627307295502263,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2035,0.97805293035458,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2035,1,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2035,1,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2035,0.394636779344363,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2035,0.958002769367851,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2035,0.617453024682966,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2035,0.655905350397623,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2035,0.61169310462751,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2035,0.965173247165418,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2036,0.27,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2036,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2036,0.22,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2036,1,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2036,0.27,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2036,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2036,0.22,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2036,1,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2036,0.27,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2036,0.27,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2036,0.22,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2036,1,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2036,0.555314392086018,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2036,0.871907123625123,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2036,0.647444030139015,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2036,0.976983125855815,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2036,1,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2036,1,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2036,0.420016887827501,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2036,0.969606029276608,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2036,0.639080714359352,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2036,0.673914167471158,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2036,0.632241465947934,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2036,0.965089847115131,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2037,0.27,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2037,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2037,0.22,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2037,1,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2037,0.27,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2037,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2037,0.22,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2037,1,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2037,0.27,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2037,0.27,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2037,0.22,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2037,1,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2037,0.579198933440638,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2037,0.88321018946523,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2037,0.667835969616106,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2037,0.976049575908596,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2037,1,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2037,1,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2037,0.447950515273464,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2037,0.980668387289594,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2037,0.661039615047016,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2037,0.692108883509762,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2037,0.653205420575479,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2037,0.965172964608959,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2038,0.27,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2038,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2038,0.22,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2038,1,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2038,0.27,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2038,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2038,0.22,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2038,1,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2038,0.27,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2038,0.27,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2038,0.22,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2038,1,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2038,0.602395863474466,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2038,0.890177621643792,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2038,0.683873261306647,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2038,0.970632399159567,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2038,1,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2038,1,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2038,0.476984994400096,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2038,0.98703040772988,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2038,0.680720362809439,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2038,0.708700121669179,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2038,0.670184710078099,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2038,0.960949250129664,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2039,0.27,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2039,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2039,0.22,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2039,1,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2039,0.27,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2039,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2039,0.22,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2039,1,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2039,0.27,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2039,0.27,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2039,0.22,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2039,1,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2039,0.627488395009456,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2039,0.888280821980198,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2039,0.700827850855368,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2039,0.966739503945116,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2039,1,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2039,1,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2039,0.510579670566464,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2039,0.995043022334779,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2039,0.700449099155379,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2039,0.722471957466383,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2039,0.688333018826727,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2039,0.958308178000333,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2040,0.27,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2040,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2040,0.22,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2040,1,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2040,0.27,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2040,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2040,0.22,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2040,1,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2040,0.27,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2040,0.27,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2040,0.22,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2040,1,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2040,0.653150224608935,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2040,0.886281418304374,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2040,0.719794060646884,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2040,0.964600287803194,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2040,1,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2040,1,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2040,0.54478867390721,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2040,1,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2040,0.720801439516576,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2040,0.736408507348106,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2040,0.708406575975903,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2040,0.957251199651498,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2041,0.27,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2041,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2041,0.22,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2041,1,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2041,0.27,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2041,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2041,0.22,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2041,1,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2041,0.27,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2041,0.27,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2041,0.22,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2041,1,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2041,0.673853752895119,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2041,0.8938408163306,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2041,0.736305157434317,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2041,0.959716175846624,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2041,1,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2041,1,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2041,0.57189933792423,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2041,0.997507000385935,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2041,0.737576285906163,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2041,0.752570590682903,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2041,0.72571317725218,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2041,0.953168591858657,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2042,0.27,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2042,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2042,0.22,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2042,1,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2042,0.27,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2042,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2042,0.22,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2042,1,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2042,0.27,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2042,0.27,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2042,0.22,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2042,1,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2042,0.695751667870186,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2042,0.899421182024936,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2042,0.753693459339049,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2042,0.955736824358736,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2042,1,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2042,1,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2042,0.599225050000233,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2042,0.992703088738768,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2042,0.756193405298838,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2042,0.767704371226397,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2042,0.743855447395819,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2042,0.949896503933712,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2043,0.27,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2043,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2043,0.22,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2043,1,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2043,0.27,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2043,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2043,0.22,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2043,1,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2043,0.27,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2043,0.27,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2043,0.22,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2043,1,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2043,0.714947366380172,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2043,0.902547445406369,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2043,0.770030526347085,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2043,0.950941695746096,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2043,1,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2043,0.997555265282558,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2043,0.624695288855196,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2043,0.984722029060272,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2043,0.771525350884422,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2043,0.78068427960944,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2043,0.760894241726426,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2043,0.945715714823006,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2044,0.27,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2044,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2044,0.22,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2044,1,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2044,0.27,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2044,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2044,0.22,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2044,1,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2044,0.27,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2044,0.27,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2044,0.22,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2044,1,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2044,0.734307420630784,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2044,0.907343995374159,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2044,0.784445043998513,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2044,0.944916651861836,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2044,1,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2044,0.994988048577178,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2044,0.649826142859936,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2044,0.974608407353363,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2044,0.787163974741515,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2044,0.794573179142744,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2044,0.776110983496013,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2044,0.940305315526555,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2045,0.27,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2045,0.27,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2045,0.22,"Internal secondary material recovery"
