"Year","Region","value","Unit"
2036,"CA-QC",7.27166411761391,"kg CO2eq / kg prim alu"
2036,"CN",22.7157342152413,"kg CO2eq / kg prim alu"
2036,"IAI Area 1",13.6475789757124,"kg CO2eq / kg prim alu"
2036,"IAI Area 2, without Quebec",18.7199765092246,"kg CO2eq / kg prim alu"
2036,"IAI Area 3",11.8457979418515,"kg CO2eq / kg prim alu"
2036,"IAI Area 4&5 without China",27.3638079964542,"kg CO2eq / kg prim alu"
2036,"IAI Area 8",18.1160209247749,"kg CO2eq / kg prim alu"
2036,"UN-EUROPE",8.375106505799,"kg CO2eq / kg prim alu"
2036,"UN-OCEANIA",19.6632852332484,"kg CO2eq / kg prim alu"
2037,"CA-QC",7.27114238852235,"kg CO2eq / kg prim alu"
2037,"CN",22.6342321289543,"kg CO2eq / kg prim alu"
2037,"IAI Area 1",13.6231051685112,"kg CO2eq / kg prim alu"
2037,"IAI Area 2, without Quebec",18.6729225794793,"kg CO2eq / kg prim alu"
2037,"IAI Area 3",11.8317410640614,"kg CO2eq / kg prim alu"
2037,"IAI Area 4&5 without China",27.333715256823,"kg CO2eq / kg prim alu"
2037,"IAI Area 8",18.081169471907,"kg CO2eq / kg prim alu"
2037,"UN-EUROPE",8.37142487728004,"kg CO2eq / kg prim alu"
2037,"UN-OCEANIA",19.6175530829359,"kg CO2eq / kg prim alu"
2038,"CA-QC",7.27062266124244,"kg CO2eq / kg prim alu"
2038,"CN",22.5531375530986,"kg CO2eq / kg prim alu"
2038,"IAI Area 1",13.5987135139404,"kg CO2eq / kg prim alu"
2038,"IAI Area 2, without Quebec",18.626049189992,"kg CO2eq / kg prim alu"
2038,"IAI Area 3",11.8177211585593,"kg CO2eq / kg prim alu"
2038,"IAI Area 4&5 without China",27.3036657809886,"kg CO2eq / kg prim alu"
2038,"IAI Area 8",18.0464215187242,"kg CO2eq / kg prim alu"
2038,"UN-EUROPE",8.36775048688132,"kg CO2eq / kg prim alu"
2038,"UN-OCEANIA",19.5719784838101,"kg CO2eq / kg prim alu"
