"Material","Scenario","rec_scen","Case","Year","value","Type"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2017,1519305804.54255,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2017,1976060568.99255,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2017,3951826883.54231,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2017,207340124.076068,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2017,1514464181.78915,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2017,2289007219.71887,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2017,4300791568.12074,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2017,231824146.761902,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2017,1487984649.78294,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2017,1930932592.07264,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2017,4213543644.71662,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2017,426258736.75386,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2017,1493158031.58965,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2017,2121566287.53605,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2017,4532203144.10262,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2017,233454853.604476,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2017,1488349452.26074,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2018,2305169605.85425,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2018,3730158602.36305,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2018,212125125.717184,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2018,1657735368.13583,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2018,1750945309.41955,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2018,3596045038.70531,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2018,512426637.671348,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2018,1666512547.69576,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2018,2045521544.85814,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2018,4089140406.93744,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2018,214655024.831181,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2018,1658318838.00839,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2018,2544901370.3446,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2018,4642579459.99103,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2018,254922022.814326,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2018,1614938471.03869,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2018,1990488986.61867,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2018,4508419820.79129,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2018,555357522.166708,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2018,1623581663.2004,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2018,2285165491.59303,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2018,5001682898.35456,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2018,257453051.216937,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2018,1615520811.62264,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2019,2391423641.52389,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2019,3609066243.29092,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2019,211316596.765593,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2019,1723392730.64793,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2019,1654622314.65557,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2019,3431920530.82119,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2019,609681174.798706,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2019,1738658261.26349,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2019,2045612631.17516,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2019,4087431891.17289,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2019,214688593.511783,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2019,1724250135.5751,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2019,2725555023.00794,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2019,4828999528.58399,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2019,270324090.902977,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2019,1664385236.51054,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2019,1987896532.79003,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2019,4651644318.74808,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2019,669299168.966848,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2019,1679040267.09535,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2019,2379343618.397,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2019,5307919708.43773,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2019,273701254.180586,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2019,1665237474.9063,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2020,2455784771.24163,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2020,3460668187.87847,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2020,208832529.495483,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2020,1782206351.12914,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2020,1545474223.90746,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2020,3243132184.82242,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2020,699918879.725713,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2020,1807594855.12936,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2020,2027763161.87996,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2020,4053121164.87865,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2020,213004118.361557,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2020,1783411816.224,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2020,2891179601.51331,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2020,4981354087.50049,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2020,284788041.757516,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2020,1706250838.86711,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2020,1978362527.78248,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2020,4763207484.96789,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2020,777658268.65603,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2020,1729855466.19905,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2020,2461986196.1932,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2020,5575430089.16135,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2020,288974780.815569,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2020,1707441153.76999,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2021,2475440614.20288,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2021,3256583706.61797,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2021,202712377.490137,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2021,1837379736.83018,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2021,1414291801.1771,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2021,3004584314.76401,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2021,773887738.534653,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2021,1881779172.23891,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2021,1975552456.04643,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2021,3948931361.76517,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2021,207582814.692204,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2021,1839102937.90221,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2021,3020449155.43809,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2021,5072251866.62322,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2021,296283995.945812,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2021,1743808118.3745,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2021,1952599344.21637,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2021,4818622698.30546,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2021,872226464.496342,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2021,1783440446.27722,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2021,2517426610.70511,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2021,5768939114.3622,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2021,301194840.993995,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2021,1745490911.60042,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2022,2560071466.74112,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2022,3142005706.0671,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2022,202124615.792265,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2022,1918547335.5982,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2022,1324806798.78439,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2022,2850598761.80187,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2022,865495121.224129,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2022,1996088770.29853,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2022,1976993310.92567,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2022,3949987260.04575,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2022,207808197.951008,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2022,1921102422.08675,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2022,3232629017.73368,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2022,5263491907.08538,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2022,315536322.197052,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2022,1805135629.19341,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2022,1981778763.67452,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2022,4968304106.09275,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2022,989985390.095273,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2022,1871598501.42738,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2022,2642254749.69782,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2022,6081573844.33746,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2022,321313695.33427,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2022,1807596924.70349,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2023,2663306544.75691,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2023,3050077829.75806,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2023,202894797.04687,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2023,1973440469.03363,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2023,1244809501.98455,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2023,2717674519.03665,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2023,962882449.96547,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2023,2095868727.43425,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2023,1992345304.73989,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2023,3980339622.11382,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2023,209436285.510182,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2023,1977084705.47721,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2023,3466273564.28553,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2023,5462070551.07276,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2023,335398879.146718,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2023,1840936386.93378,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2023,2017783675.7631,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2023,5122410952.74096,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2023,1116686057.39185,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2023,1942065120.00787,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2023,2781259513.16272,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2023,6411787832.08197,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2023,342120498.230804,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2023,1844400492.75659,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2024,2752854946.28955,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2024,2940544455.17791,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2024,202603413.708315,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2024,2018717576.86977,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2024,1158158925.75776,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2024,2569411151.17774,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2024,1054949430.08578,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2024,2198631978.95645,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2024,1996897222.18242,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2024,3989169741.88359,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2024,209973212.078649,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2024,2023714418.59864,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2024,3691742331.63628,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2024,5623377151.60185,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2024,354123904.831499,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2024,1867197085.74658,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2024,2045571084.36027,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2024,5239828452.66754,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2024,1242987044.5227,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2024,2010594364.51953,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2024,2911643527.99593,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2024,6705428914.19561,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2024,361802577.108042,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2024,1871885053.56925,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2025,2849638211.25968,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2025,2834817828.9434,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2025,202598934.161991,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2025,2060963082.66285,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2025,1074497671.68034,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2025,2424297548.20341,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2025,1149029312.67617,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2025,2313436903.59044,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2025,2006308249.53164,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2025,4005466748.63895,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2025,210826821.569255,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2025,2067645342.37689,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2025,3934530314.09908,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2025,5780354933.56933,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2025,373332208.950594,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2025,1890229807.87424,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2025,2077192053.57349,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2025,5350074915.09488,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2025,1378008538.52407,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2025,2084457677.74253,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2025,3052611737.58315,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2025,7004443458.99676,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2025,382053255.597043,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2025,1896418908.3491,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2026,2964457936.90224,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2026,2745572388.73867,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2026,203989652.848954,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2026,2108266803.84461,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2026,997081875.014603,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2026,2293848538.06662,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2026,1250229238.54218,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2026,2453650644.4957,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2026,2027519250.14136,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2026,4046717725.89475,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2026,213138767.801075,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2026,2117075899.56482,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2026,4210237744.98304,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2026,5939087376.07993,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2026,394745191.73735,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2026,1917511264.95622,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2026,2117157458.9722,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2026,5457250355.62481,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2026,1529953577.79512,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2026,2173926305.24276,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2026,3214223147.76208,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2026,7322059719.66711,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2026,404648865.50039,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2026,1925565801.8655,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2027,3061567209.26031,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2027,2637475708.34078,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2027,204148378.270291,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2027,2133747020.12628,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2027,913020945.109649,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2027,2147587981.88617,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2027,1343679784.86568,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2027,2599706712.02871,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2027,2035720268.62014,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2027,4062719003.59296,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2027,214173802.043771,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2027,2159057521.94877,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2027,4477035671.19382,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2027,6069846215.94116,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2027,414644060.715004,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2027,1937334444.28179,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2027,2147145240.37232,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2027,5536664624.80385,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2027,1682367466.44794,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2027,2261019030.44645,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2027,3365872682.74527,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2027,7613291248.28068,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2027,425758467.644038,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2027,1947472856.34851,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2028,3170743387.77442,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2028,2536827284.31969,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2028,204980887.79913,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2028,2146554726.07656,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2028,832194402.756094,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2028,2007062370.00991,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2028,1441788223.92912,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2028,2768853986.04886,"Internal secondary material recovery"
