"Material","Scenario","rec_scen","Case","Year","value","Type"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2027,5806441580.6552,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2027,4763955600.88742,"Primary material production"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2027,227543174.875918,"Primary material production"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2027,5503984429.97296,"Primary material production"
"Other steels","No Lightweighting","BAU","Business-as-usual",2027,10984388417.1217,"Primary material production"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2027,759343479.97337,"Primary material production"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2027,25574254.6678638,"Primary material production"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2027,6862102140.88139,"Primary material production"
"Other steels","Steel Intensive","CL100","Closed loop",2027,3698582333.46912,"Primary material production"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2027,513303113.240863,"Primary material production"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2027,102134539.439135,"Primary material production"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2027,1234413815.58934,"Primary material production"
"Other steels","Aluminum Maximum","CL100","Closed loop",2027,2417364937.73752,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2027,4425267919.30516,"Primary material production"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2027,403660769.298694,"Primary material production"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2027,4173832015.84782,"Primary material production"
"Other steels","No Lightweighting","CL100","Closed loop",2027,7433816172.43398,"Primary material production"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2027,547758814.373103,"Primary material production"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2027,135598280.780003,"Primary material production"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2028,8572750641.01972,"Primary material production"
"Other steels","Steel Intensive","BAU","Business-as-usual",2028,6858829324.27175,"Primary material production"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2028,726750420.378732,"Primary material production"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2028,0,"Primary material production"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2028,2250007088.93314,"Primary material production"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2028,5426501963.36013,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2028,5111794612.11234,"Primary material production"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2028,190116472.649788,"Primary material production"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2028,5545702364.38376,"Primary material production"
"Other steels","No Lightweighting","BAU","Business-as-usual",2028,11066707219.0095,"Primary material production"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2028,765582345.032835,"Primary material production"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2028,13477474.4634696,"Primary material production"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2028,6970126316.98237,"Primary material production"
"Other steels","Steel Intensive","CL100","Closed loop",2028,3197173390.16975,"Primary material production"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2028,496159628.60329,"Primary material production"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2028,98369591.9560009,"Primary material production"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2028,901882795.230254,"Primary material production"
"Other steels","Aluminum Maximum","CL100","Closed loop",2028,1825383609.0811,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2028,4701529075.11428,"Primary material production"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2028,403454551.88878,"Primary material production"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2028,4062948781.92843,"Primary material production"
"Other steels","No Lightweighting","CL100","Closed loop",2028,7238934582.52366,"Primary material production"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2028,533461971.556748,"Primary material production"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2028,134180068.671035,"Primary material production"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2029,8822756819.37036,"Primary material production"
"Other steels","Steel Intensive","BAU","Business-as-usual",2029,6542189595.82711,"Primary material production"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2029,725416878.595617,"Primary material production"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2029,0,"Primary material production"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2029,2019221173.9988,"Primary material production"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2029,5009428378.30484,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2029,5429583202.97144,"Primary material production"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2029,143052343.058943,"Primary material production"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2029,5555942926.37166,"Primary material production"
"Other steels","No Lightweighting","BAU","Business-as-usual",2029,11086521688.8137,"Primary material production"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2029,767383406.726288,"Primary material production"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2029,0,"Primary material production"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2029,7026748002.69047,"Primary material production"
"Other steels","Steel Intensive","CL100","Closed loop",2029,2667227018.93186,"Primary material production"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2029,474668377.738856,"Primary material production"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2029,90268417.2206521,"Primary material production"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2029,563593816.206944,"Primary material production"
"Other steels","Aluminum Maximum","CL100","Closed loop",2029,1215140430.02384,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2029,4938837431.48281,"Primary material production"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2029,398240144.233028,"Primary material production"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2029,3920441253.58484,"Primary material production"
"Other steels","No Lightweighting","CL100","Closed loop",2029,6989080273.2167,"Primary material production"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2029,514587396.71653,"Primary material production"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2029,128237999.790404,"Primary material production"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2030,9117420100.00368,"Primary material production"
"Other steels","Steel Intensive","BAU","Business-as-usual",2030,6244568912.71244,"Primary material production"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2030,727223896.009641,"Primary material production"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2030,0,"Primary material production"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2030,1798171694.28443,"Primary material production"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2030,4600574903.09593,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2030,5770314610.46406,"Primary material production"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2030,87999755.4772893,"Primary material production"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2030,5590811932.52026,"Primary material production"
"Other steels","No Lightweighting","BAU","Business-as-usual",2030,11155075963.8906,"Primary material production"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2030,772649814.023891,"Primary material production"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2030,0,"Primary material production"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2030,7104337004.73545,"Primary material production"
"Other steels","Steel Intensive","CL100","Closed loop",2030,2152403467.83638,"Primary material production"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2030,454697564.204102,"Primary material production"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2030,81805271.3618238,"Primary material production"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2030,234573937.134182,"Primary material production"
"Other steels","Aluminum Maximum","CL100","Closed loop",2030,614528347.514195,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2030,5181301911.14492,"Primary material production"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2030,394286359.123241,"Primary material production"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2030,3789949736.05156,"Primary material production"
"Other steels","No Lightweighting","CL100","Closed loop",2030,6768670071.41461,"Primary material production"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2030,497414977.045057,"Primary material production"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2030,122044619.728676,"Primary material production"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2031,9149254150.06404,"Primary material production"
"Other steels","Steel Intensive","BAU","Business-as-usual",2031,6265290952.60069,"Primary material production"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2031,730371971.148819,"Primary material production"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2031,0,"Primary material production"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2031,1805368200.38915,"Primary material production"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2031,4616575302.57383,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2031,5791884815.20569,"Primary material production"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2031,0,"Primary material production"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2031,5610161783.19999,"Primary material production"
"Other steels","No Lightweighting","BAU","Business-as-usual",2031,11192036886.8309,"Primary material production"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2031,775841318.853474,"Primary material production"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2031,0,"Primary material production"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2031,6923525521.74512,"Primary material production"
"Other steels","Steel Intensive","CL100","Closed loop",2031,1972787310.76178,"Primary material production"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2031,437380340.968825,"Primary material production"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2031,80768115.9286819,"Primary material production"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2031,146756308.193845,"Primary material production"
"Other steels","Aluminum Maximum","CL100","Closed loop",2031,457506496.471029,"Primary material production"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2031,5100112289.56653,"Primary material production"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2031,356190265.368798,"Primary material production"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2031,3652515014.86141,"Primary material production"
"Other steels","No Lightweighting","CL100","Closed loop",2031,6527749853.38558,"Primary material production"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2031,479429404.825715,"Primary material production"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2031,119752896.363356,"Primary material production"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2032,9124902611.6807,"Primary material production"
"Other steels","Steel Intensive","BAU","Business-as-usual",2032,6246980574.94831,"Primary material production"
