"Year","Technology","Size","Adj_stock","Survival_rate_mdl","AEO","Rel_value","Value"
2034,"CNG","Light truck","y",1,"REF",0.0741259633473554,195362
2027,"CNG","Light truck","y",1,"REF",0.074127759898272,188876
2037,"CNG","Light truck","y",1,"REF",0.0741457447818099,197425
2038,"CNG","Light truck","y",1,"REF",0.0742436731039251,198387
2033,"CNG","Light truck","y",1,"REF",0.0742851027158907,195054
2039,"CNG","Light truck","y",1,"REF",0.0744096008292646,199596
2022,"CNG","Light truck","y",1,"REF",0.0744146424134156,185210
2032,"CNG","Light truck","y",1,"REF",0.0744794444460737,194791
2028,"CNG","Light truck","y",1,"REF",0.0744977140390577,190852
2029,"CNG","Light truck","y",1,"REF",0.0745114086033366,191908
2031,"CNG","Light truck","y",1,"REF",0.0745580617448527,194088
2030,"CNG","Light truck","y",1,"REF",0.0745831788793357,193133
2040,"CNG","Light truck","y",1,"REF",0.0746763311788181,201111
2041,"CNG","Light truck","y",1,"REF",0.0749455462904016,202696
2042,"CNG","Light truck","y",1,"REF",0.0751829491027613,204235
2043,"CNG","Light truck","y",1,"REF",0.0755007744692189,206079
2044,"CNG","Light truck","y",1,"REF",0.0758895057455852,208226
2045,"CNG","Light truck","y",1,"REF",0.0763788504636717,210749
2016,"CNG","Light truck","y",1,"REF",0.0763796863851808,182719
2046,"CNG","Light truck","y",1,"REF",0.0769296476723737,213525
2021,"CNG","Light truck","y",1,"REF",0.0769340263348322,190678
2024,"PHEV","Light truck","y",1,"REF",0.0774723346601583,194525
2047,"CNG","Light truck","y",1,"REF",0.0774754943519089,216341
2018,"PHEV","Car","y",1,"REF",0.0777761584348159,189156
2048,"CNG","Light truck","y",1,"REF",0.0778950976883723,218740
2049,"CNG","Light truck","y",1,"REF",0.0783552883282698,221332
2015,"BEV","Car","y",1,"REF",0.0786419551861398,187500
2018,"PHEV","Car","y",1,"REF",0.0786737527689274,191339
2020,"CNG","Light truck","y",1,"REF",0.0788815641374616,194528
2050,"CNG","Light truck","y",1,"REF",0.0788857408892175,224189
2025,"BEV","Light truck","y",1,"REF",0.0792078864065877,199791
2028,"FCV","Light truck","y",1,"REF",0.0807104108755889,206768
2015,"CNG","Light truck","y",1,"REF",0.080825055862107,192705
2016,"BEV","Car","y",1,"REF",0.0811822860977413,194208
2017,"CNG","Light truck","y",1,"REF",0.0816007095709551,196893
2019,"CNG","Light truck","y",1,"REF",0.0819619918627565,200777
2028,"FCV","Car","y",1,"REF",0.0827183345076017,211912
2018,"CNG","Light truck","y",1,"REF",0.0834380338268067,202926
2019,"PHEV","Car","y",1,"REF",0.0839051381457806,205537
2026,"BEV","Light truck","y",1,"REF",0.0883993944697495,224092
2022,"PHEV","Light truck","y",1,"REF",0.0887431072789586,220872
2019,"PHEV","Car","y",1,"REF",0.0888164811985248,217568
2029,"FCV","Light truck","y",1,"REF",0.0893284270450927,230070
2024,"BEV","Light truck","y",1,"REF",0.091736961882998,230342
2029,"FCV","Car","y",1,"REF",0.0918346859948736,236525
2025,"PHEV","Light truck","y",1,"REF",0.0918539673641751,231689
2017,"BEV","Car","y",1,"REF",0.092683714936034,223635
2020,"PHEV","Car","y",1,"REF",0.0927100058024955,228630
2027,"BEV","Light truck","y",1,"REF",0.093686395799765,238711
2028,"BEV","Light truck","y",1,"REF",0.0960551787406854,246079
2030,"FCV","Light truck","y",1,"REF",0.0974161749722852,252259
2029,"BEV","Light truck","y",1,"REF",0.0977798195408138,251837
2030,"BEV","Light truck","y",1,"REF",0.0990929477801123,256601
2030,"FCV","Car","y",1,"REF",0.100440699299992,260091
2031,"BEV","Light truck","y",1,"REF",0.100538600634057,261720
2032,"BEV","Light truck","y",1,"REF",0.102397144115104,267806
2018,"BEV","Car","y",1,"REF",0.103043665086132,250608
2020,"PHEV","Car","y",1,"REF",0.103234008691846,254583
2021,"PHEV","Car","y",1,"REF",0.103463390496235,256430
2033,"BEV","Light truck","y",1,"REF",0.104543141057978,274504
2031,"FCV","Light truck","y",1,"REF",0.104938604958,273174
2026,"PHEV","Light truck","y",1,"REF",0.105460573855076,267342
2034,"BEV","Light truck","y",1,"REF",0.106996636542286,281994
2031,"FCV","Car","y",1,"REF",0.108470440103307,282368
2023,"PHEV","Light truck","y",1,"REF",0.109037386192541,272575
2035,"BEV","Light truck","y",1,"REF",0.109581260273988,289827
2032,"FCV","Light truck","y",1,"REF",0.111989300954068,292893
2036,"BEV","Light truck","y",1,"REF",0.112388044567131,298271
2022,"PHEV","Car","y",1,"REF",0.113513970267306,282524
2019,"BEV","Car","y",1,"REF",0.11460276717747,280735
2037,"BEV","Light truck","y",1,"REF",0.115319965056163,307058
2025,"BEV","Light truck","y",1,"REF",0.115645551925771,291700
2032,"FCV","Car","y",1,"REF",0.116021623911126,303439
2027,"PHEV","Light truck","y",1,"REF",0.117889888847725,300381
2038,"BEV","Light truck","y",1,"REF",0.118322754862673,316171
2033,"FCV","Light truck","y",1,"REF",0.118558192171745,311304
2021,"PHEV","Car","y",1,"REF",0.120736608179557,299241
2039,"BEV","Light truck","y",1,"REF",0.12137507865683,325576
2033,"FCV","Car","y",1,"REF",0.123093660750926,323213
2034,"FCV","Light truck","y",1,"REF",0.124637797770529,328488
2040,"BEV","Light truck","y",1,"REF",0.124716019422225,335873
2023,"PHEV","Car","y",1,"REF",0.125182879888284,312936
2019,"BEV","Car","y",1,"REF",0.126621290227578,310176
2041,"BEV","Light truck","y",1,"REF",0.128407141406612,347287
2028,"PHEV","Light truck","y",1,"REF",0.129515368036203,331799
2034,"FCV","Car","y",1,"REF",0.129680026693876,341777
2020,"BEV","Car","y",1,"REF",0.129896600221941,320335
2035,"FCV","Light truck","y",1,"REF",0.130169124014906,344279
2024,"PHEV","Light truck","y",1,"REF",0.131302116050734,329686
2016,"ICEV-D","Light truck","y",1,"REF",0.132035333606848,315861
2042,"BEV","Light truck","y",1,"REF",0.132509510651344,359963
2036,"FCV","Light truck","y",1,"REF",0.135190378367683,358787
2035,"FCV","Car","y",1,"REF",0.135718757894088,358957
2015,"ICEV-D","Light truck","y",1,"REF",0.136249389334732,324849
2043,"BEV","Light truck","y",1,"REF",0.136954262729271,373816
2022,"PHEV","Car","y",1,"REF",0.137023629419275,341037
2026,"BEV","Light truck","y",1,"REF",0.138539932433943,351198
2024,"PHEV","Car","y",1,"REF",0.138540168795181,347860
2037,"FCV","Light truck","y",1,"REF",0.139699709376848,371973
2029,"PHEV","Light truck","y",1,"REF",0.140513184766341,361899
2036,"FCV","Car","y",1,"REF",0.141247413132767,374862
2044,"BEV","Light truck","y",1,"REF",0.141905496175342,389361
2038,"FCV","Light truck","y",1,"REF",0.143588963565554,383685
2037,"FCV","Car","y",1,"REF",0.146261941103187,389446
2039,"FCV","Light truck","y",1,"REF",0.146886973752669,394009
2045,"BEV","Light truck","y",1,"REF",0.147353713059008,406587
2017,"ICEV-D","Light truck","y",1,"REF",0.148535977968898,358400
2021,"BEV","Car","y",1,"REF",0.148848405821933,368915
2040,"FCV","Light truck","y",1,"REF",0.149716554957023,403202
2038,"FCV","Car","y",1,"REF",0.150657169919366,402572
2030,"PHEV","Light truck","y",1,"REF",0.150751220863997,390370
2041,"FCV","Light truck","y",1,"REF",0.152091806415908,411344
2046,"BEV","Light truck","y",1,"REF",0.153196012444081,425209
2025,"PHEV","Car","y",1,"REF",0.153574676362831,387371
2042,"FCV","Light truck","y",1,"REF",0.154080963313585,418562
2039,"FCV","Car","y",1,"REF",0.15444514248958,414283
2025,"PHEV","Light truck","y",1,"REF",0.155279823839117,391672
2043,"FCV","Light truck","y",1,"REF",0.155694724472824,424968
2023,"PHEV","Car","y",1,"REF",0.156276986203045,390666
2044,"FCV","Light truck","y",1,"REF",0.157034851599308,430873
2040,"FCV","Car","y",1,"REF",0.157748927110014,424834
2045,"FCV","Light truck","y",1,"REF",0.158174373362468,436444
2046,"FCV","Light truck","y",1,"REF",0.159138537247772,441703
2047,"BEV","Light truck","y",1,"REF",0.159499438853182,445383
2027,"BEV","Light truck","y",1,"REF",0.159752865813083,407047
2047,"FCV","Light truck","y",1,"REF",0.16002264849559,446844
2031,"PHEV","Light truck","y",1,"REF",0.160197189032614,417022
2041,"FCV","Car","y",1,"REF",0.160574463809218,434286
2048,"FCV","Light truck","y",1,"REF",0.160921001665005,451888
2049,"FCV","Light truck","y",1,"REF",0.161793552592316,457022
2050,"FCV","Light truck","y",1,"REF",0.162677627419918,462321
2042,"FCV","Car","y",1,"REF",0.162988726441299,442760
2043,"FCV","Car","y",1,"REF",0.164983255255281,450321
2048,"BEV","Light truck","y",1,"REF",0.166249804087099,466852
2044,"FCV","Car","y",1,"REF",0.166630650379362,457202
2045,"FCV","Car","y",1,"REF",0.167989691143846,463527
2032,"PHEV","Light truck","y",1,"REF",0.169007326397399,442016
2026,"PHEV","Car","y",1,"REF",0.1690299365276,428490
2046,"FCV","Car","y",1,"REF",0.169080214793125,469297
2047,"FCV","Car","y",1,"REF",0.170003382741931,474714
2022,"BEV","Car","y",1,"REF",0.170825820803329,425167
2048,"FCV","Car","y",1,"REF",0.170858911929197,479795
2049,"FCV","Car","y",1,"REF",0.171603363372395,484732
2050,"FCV","Car","y",1,"REF",0.172294278096366,489651
2049,"BEV","Light truck","y",1,"REF",0.173528861778488,490171
2018,"ICEV-D","Light truck","y",1,"REF",0.175975774574467,427983
2033,"PHEV","Light truck","y",1,"REF",0.177178428517759,465226
2024,"PHEV","Car","y",1,"REF",0.177857204394644,446581
2026,"PHEV","Light truck","y",1,"REF",0.177989718432315,451203
2015,"HEV","Light truck","y",1,"REF",0.178757568087586,426198
2028,"BEV","Light truck","y",1,"REF",0.179853591920484,460758
2050,"BEV","Light truck","y",1,"REF",0.181405289291583,515544
2034,"PHEV","Light truck","y",1,"REF",0.18471047833792,486812
2027,"PHEV","Car","y",1,"REF",0.184933603837359,471207
2035,"PHEV","Light truck","y",1,"REF",0.191538365316965,506592
2023,"BEV","Car","y",1,"REF",0.194059145566521,485115
2036,"PHEV","Light truck","y",1,"REF",0.197720831452308,524739
2027,"PHEV","Light truck","y",1,"REF",0.198755144532511,506424
2029,"BEV","Light truck","y",1,"REF",0.199088203192489,512762
2025,"PHEV","Car","y",1,"REF",0.201674821144956,508697
2028,"PHEV","Car","y",1,"REF",0.202232728326114,518090
2016,"HEV","Light truck","y",1,"REF",0.202331615551529,484027
2037,"PHEV","Light truck","y",1,"REF",0.203269944333099,541239
2038,"PHEV","Light truck","y",1,"REF",0.20804784695556,555926
2039,"PHEV","Light truck","y",1,"REF",0.212123431643173,568999
2040,"PHEV","Light truck","y",1,"REF",0.215683970803174,580859
2030,"BEV","Light truck","y",1,"REF",0.217221630709055,562495
2028,"PHEV","Light truck","y",1,"REF",0.218203606126231,559005
2041,"PHEV","Light truck","y",1,"REF",0.218737348645416,591592
2017,"HEV","Light truck","y",1,"REF",0.218784294937945,527901
2024,"BEV","Car","y",1,"REF",0.220312959795966,553183
2020,"BEV","Car","y",1,"REF",0.220357284403536,543418
2042,"PHEV","Light truck","y",1,"REF",0.221413757498647,601472
2029,"PHEV","Car","y",1,"REF",0.222882326696659,574045
2043,"PHEV","Light truck","y",1,"REF",0.223711331118746,610619
2019,"ICEV-D","Light truck","y",1,"REF",0.224193768195973,549193
2026,"PHEV","Car","y",1,"REF",0.224917231978162,570164
2044,"PHEV","Light truck","y",1,"REF",0.225775161064384,619483
2045,"PHEV","Light truck","y",1,"REF",0.227698483933329,628279
2018,"HEV","Light truck","y",1,"REF",0.227732387861819,553858
2046,"PHEV","Light truck","y",1,"REF",0.229488317666004,636965
2047,"PHEV","Light truck","y",1,"REF",0.23129375745755,645860
2048,"PHEV","Light truck","y",1,"REF",0.233247992251542,654992
2031,"BEV","Light truck","y",1,"REF",0.234194013976586,609649
2049,"PHEV","Light truck","y",1,"REF",0.235297392095967,664650
2029,"PHEV","Light truck","y",1,"REF",0.236625788826076,609442
2050,"PHEV","Light truck","y",1,"REF",0.237529512350306,675046
2019,"HEV","Light truck","y",1,"REF",0.237734150351776,582362
2030,"PHEV","Car","y",1,"REF",0.246578670978751,638515
2020,"HEV","Light truck","y",1,"REF",0.247019875933632,609170
2027,"PHEV","Car","y",1,"REF",0.247076180166658,629545
2025,"BEV","Car","y",1,"REF",0.249854256672317,630223
2032,"BEV","Light truck","y",1,"REF",0.250213554247941,654400
2030,"PHEV","Light truck","y",1,"REF",0.253811732860511,657245
2021,"HEV","Light truck","y",1,"REF",0.255511765705625,633276
2022,"HEV","Light truck","y",1,"REF",0.263886110376614,656784
2033,"BEV","Light truck","y",1,"REF",0.265260739705105,696508
2028,"PHEV","Car","y",1,"REF",0.269059814975458,689291
2031,"PHEV","Light truck","y",1,"REF",0.269720956519913,702132
2031,"PHEV","Car","y",1,"REF",0.271232185523789,706066
2023,"HEV","Light truck","y",1,"REF",0.272387251512417,680922
2026,"BEV","Car","y",1,"REF",0.27812917670985,705056
2034,"BEV","Light truck","y",1,"REF",0.279335460408488,736200
2024,"HEV","Light truck","y",1,"REF",0.281120727438081,705865
2032,"PHEV","Light truck","y",1,"REF",0.284617917957033,744380
2025,"HEV","Light truck","y",1,"REF",0.289256999609576,729611
2029,"PHEV","Car","y",1,"REF",0.290318746828592,747731
2035,"BEV","Light truck","y",1,"REF",0.292310460871572,773120
2032,"PHEV","Car","y",1,"REF",0.296373060854036,775124
2026,"HEV","Light truck","y",1,"REF",0.297597461681518,754408
2033,"PHEV","Light truck","y",1,"REF",0.298501927378012,783791
2020,"ICEV-D","Light truck","y",1,"REF",0.302370137806654,745668
2036,"BEV","Light truck","y",1,"REF",0.304276413118739,807531
2027,"BEV","Car","y",1,"REF",0.304851374127906,776755
2027,"HEV","Light truck","y",1,"REF",0.305787017510852,779139
2030,"PHEV","Car","y",1,"REF",0.310501096718318,804042
2034,"PHEV","Light truck","y",1,"REF",0.311375943454854,820644
2028,"HEV","Light truck","y",1,"REF",0.313860635157614,804064
2037,"BEV","Light truck","y",1,"REF",0.315243633152686,839387
2033,"PHEV","Car","y",1,"REF",0.321736444724444,844799
2029,"HEV","Light truck","y",1,"REF",0.321831216058974,828893
2035,"PHEV","Light truck","y",1,"REF",0.323127980848704,854628
2038,"BEV","Light truck","y",1,"REF",0.324978815963951,868378
2019,"ICEV-D","Car","y",1,"REF",0.328926495282906,805750
2031,"PHEV","Car","y",1,"REF",0.329523599538819,857809
2030,"HEV","Light truck","y",1,"REF",0.33012111497591,854848
2028,"BEV","Car","y",1,"REF",0.330691438261255,847182
2018,"ICEV-D","Car","y",1,"REF",0.331820025469393,807005
2039,"BEV","Light truck","y",1,"REF",0.333557412867845,894733
2036,"PHEV","Light truck","y",1,"REF",0.333867524235779,886064
2031,"HEV","Light truck","y",1,"REF",0.338500315187668,881177
2020,"ICEV-D","Car","y",1,"REF",0.339102164074481,836252
2040,"BEV","Light truck","y",1,"REF",0.341252909920084,919029
2017,"ICEV-D","Car","y",1,"REF",0.343480745773118,828779
2037,"PHEV","Light truck","y",1,"REF",0.343611492777097,914921
2021,"BEV","Car","y",1,"REF",0.346145421416541,857908
2032,"HEV","Light truck","y",1,"REF",0.346899069277843,907268
2034,"PHEV","Car","y",1,"REF",0.347268766802126,915241
2032,"PHEV","Car","y",1,"REF",0.347552132772121,908976
2041,"BEV","Light truck","y",1,"REF",0.348053319791055,941337
2038,"PHEV","Light truck","y",1,"REF",0.352125563499251,940917
2042,"BEV","Light truck","y",1,"REF",0.35410070189772,961917
2033,"HEV","Light truck","y",1,"REF",0.355021810275861,932198
2021,"ICEV-D","Car","y",1,"REF",0.355204268054693,880360
2029,"BEV","Car","y",1,"REF",0.355996320633259,916887
2016,"ICEV-D","Car","y",1,"REF",0.358012510594594,856454
2043,"BEV","Light truck","y",1,"REF",0.35941920952577,981033
2039,"PHEV","Light truck","y",1,"REF",0.359523379657556,964384
2034,"HEV","Light truck","y",1,"REF",0.362794612638114,956160
2044,"BEV","Light truck","y",1,"REF",0.364237263762042,999396
2033,"PHEV","Car","y",1,"REF",0.36456232781529,957249
2040,"PHEV","Light truck","y",1,"REF",0.366142421080171,986059
2045,"BEV","Light truck","y",1,"REF",0.36871861158646,1017390
2035,"HEV","Light truck","y",1,"REF",0.370058268055377,978752
2041,"PHEV","Light truck","y",1,"REF",0.371975729927363,1006037
2035,"PHEV","Car","y",1,"REF",0.37256955489456,985394
2046,"BEV","Light truck","y",1,"REF",0.372927478272522,1035093
2036,"HEV","Light truck","y",1,"REF",0.376815009307279,1000044
2047,"BEV","Light truck","y",1,"REF",0.377077296718523,1052943
2042,"PHEV","Light truck","y",1,"REF",0.377215312797475,1024708
2022,"ICEV-D","Car","y",1,"REF",0.377818740853384,940350
2021,"ICEV-D","Light truck","y",1,"REF",0.378916965176147,939131
2030,"BEV","Car","y",1,"REF",0.380323507478148,984847
2034,"PHEV","Car","y",1,"REF",0.380520007053277,1002876
2048,"BEV","Light truck","y",1,"REF",0.381377589011334,1070960
2043,"PHEV","Light truck","y",1,"REF",0.381862553792823,1042292
2037,"HEV","Light truck","y",1,"REF",0.383073140701418,1019994
2049,"BEV","Light truck","y",1,"REF",0.385756382734267,1089655
2044,"PHEV","Light truck","y",1,"REF",0.386137508689439,1059486
2038,"HEV","Light truck","y",1,"REF",0.388878589898109,1039125
2015,"ICEV-D","Car","y",1,"REF",0.389950853307785,929730
2045,"PHEV","Light truck","y",1,"REF",0.390191771079376,1076640
2050,"BEV","Light truck","y",1,"REF",0.390383588596236,1109449
2046,"PHEV","Light truck","y",1,"REF",0.39403075509145,1093667
2039,"HEV","Light truck","y",1,"REF",0.394251662615382,1057539
2035,"PHEV","Car","y",1,"REF",0.395254316679758,1045392
2036,"PHEV","Car","y",1,"REF",0.397451128932747,1054811
2047,"PHEV","Light truck","y",1,"REF",0.397871746476257,1111009
2040,"HEV","Light truck","y",1,"REF",0.399372127826811,1075550
2048,"PHEV","Light truck","y",1,"REF",0.40191256573347,1128625
2031,"BEV","Car","y",1,"REF",0.403646808403045,1050765
2041,"HEV","Light truck","y",1,"REF",0.40416745540677,1093102
2049,"PHEV","Light truck","y",1,"REF",0.406056070931326,1146996
2023,"ICEV-D","Car","y",1,"REF",0.407216384837909,1017972
2042,"HEV","Light truck","y",1,"REF",0.408594581519377,1109950
2036,"PHEV","Car","y",1,"REF",0.408833832709945,1085020
2050,"PHEV","Light truck","y",1,"REF",0.410393822429689,1166317
2043,"HEV","Light truck","y",1,"REF",0.412711481688713,1126494
2044,"HEV","Light truck","y",1,"REF",0.41659266207383,1143049
2045,"HEV","Light truck","y",1,"REF",0.42020236885372,1159447
2037,"PHEV","Car","y",1,"REF",0.421278151107492,1121721
2037,"PHEV","Car","y",1,"REF",0.422027401510631,1123716
2046,"HEV","Light truck","y",1,"REF",0.423604309474024,1175751
2032,"BEV","Car","y",1,"REF",0.425964105343868,1114052
2047,"HEV","Light truck","y",1,"REF",0.426906837631284,1192086
2048,"HEV","Light truck","y",1,"REF",0.43019609978669,1208049
2038,"PHEV","Car","y",1,"REF",0.432262714321175,1155052
2049,"HEV","Light truck","y",1,"REF",0.433457693955492,1224398
2050,"HEV","Light truck","y",1,"REF",0.43680424869468,1241374
2039,"PHEV","Car","y",1,"REF",0.441843073426536,1185198
2024,"ICEV-D","Car","y",1,"REF",0.443024664594673,1112389
2038,"PHEV","Car","y",1,"REF",0.445856109746046,1191375
2033,"BEV","Car","y",1,"REF",0.447165820379738,1174145
2040,"PHEV","Car","y",1,"REF",0.450313749870127,1212741
2022,"ICEV-D","Light truck","y",1,"REF",0.456166057096196,1135348
2041,"PHEV","Car","y",1,"REF",0.457653083856193,1237758
2042,"PHEV","Car","y",1,"REF",0.464005447584175,1260474
2034,"BEV","Car","y",1,"REF",0.467316235314271,1231631
2039,"PHEV","Car","y",1,"REF",0.468894264108579,1257760
2043,"PHEV","Car","y",1,"REF",0.469301799609699,1280957
2044,"PHEV","Car","y",1,"REF",0.473713340838702,1299777
2045,"PHEV","Car","y",1,"REF",0.477339818746963,1317104
2046,"PHEV","Car","y",1,"REF",0.480195923608847,1332826
2047,"PHEV","Car","y",1,"REF",0.48253967235323,1347434
2048,"PHEV","Car","y",1,"REF",0.484578800474182,1360763
2025,"ICEV-D","Car","y",1,"REF",0.484882333346801,1223049
2035,"BEV","Car","y",1,"REF",0.48617144513661,1285855
2049,"PHEV","Car","y",1,"REF",0.486174363867491,1373308
2050,"PHEV","Car","y",1,"REF",0.487465313377898,1385350
2040,"PHEV","Car","y",1,"REF",0.491228645524425,1322929
