"Scenario","Size","Technology","Subcomponent","feature_wgt","Case","Year","value"
"BAU","Car","BEV100","Transmission","n","Low",2042,-11.8040412288984
"BAU","Light truck","BEV100","Transmission","n","Low",2042,-23.8485495657034
"BAU","Car","BEV300","Transmission","n","Low",2042,-52.2362423427096
"BAU","Light truck","BEV300","Transmission","n","Low",2042,-81.3477357251378
"BAU","Car","PHEV20","Transmission","n","Low",2042,-3.97523961135803
"BAU","Light truck","PHEV20","Transmission","n","Low",2042,-6.08261946235234
"BAU","Car","PHEV40","Transmission","n","Low",2042,-8.59204204710757
"BAU","Light truck","PHEV40","Transmission","n","Low",2042,-17.5423178363547
"BAU","Car","BEV100","Wheels","n","Low",2042,-2.95101030722457
"BAU","Light truck","BEV100","Wheels","n","Low",2042,-5.96213739142586
"BAU","Car","BEV300","Wheels","n","Low",2042,-13.0590605856774
"BAU","Light truck","BEV300","Wheels","n","Low",2042,-20.3369339312844
"BAU","Car","PHEV20","Wheels","n","Low",2042,-0.993809902839509
"BAU","Light truck","PHEV20","Wheels","n","Low",2042,-1.52065486558807
"BAU","Car","PHEV40","Wheels","n","Low",2042,-2.14801051177688
"BAU","Light truck","PHEV40","Wheels","n","Low",2042,-4.38557945908869
"BAU","Car","BEV100","Body","n","Low",2043,-18.5492120170304
"BAU","Light truck","BEV100","Body","n","Low",2043,-37.4763008398193
"BAU","Car","BEV300","Body","n","Low",2043,-82.0858166156295
"BAU","Light truck","BEV300","Body","n","Low",2043,-127.837728709126
"BAU","Car","PHEV20","Body","n","Low",2043,-6.24457571475597
"BAU","Light truck","PHEV20","Body","n","Low",2043,-9.54771898959416
"BAU","Car","PHEV40","Body","n","Low",2043,-13.4846804299795
"BAU","Light truck","PHEV40","Body","n","Low",2043,-27.5321072713849
"BAU","Car","BEV100","Chassis","n","Low",2043,-23.7767172218298
"BAU","Light truck","BEV100","Chassis","n","Low",2043,-48.0378038037687
"BAU","Car","BEV300","Chassis","n","Low",2043,-105.219092207307
"BAU","Light truck","BEV300","Chassis","n","Low",2043,-163.864724981698
"BAU","Car","PHEV20","Chassis","n","Low",2043,-8.0044106889145
"BAU","Light truck","PHEV20","Chassis","n","Low",2043,-12.2384397957523
"BAU","Car","PHEV40","Chassis","n","Low",2043,-17.2849085511555
"BAU","Light truck","PHEV40","Chassis","n","Low",2043,-35.2911556842299
"BAU","Car","BEV100","Electronic Controller","n","Low",2043,-6.68784435880011
"BAU","Light truck","BEV100","Electronic Controller","n","Low",2043,-13.4087210696677
"BAU","Car","BEV300","Electronic Controller","n","Low",2043,-24.4885828611662
"BAU","Light truck","BEV300","Electronic Controller","n","Low",2043,-37.0142273854401
"BAU","Car","PHEV20","Electronic Controller","n","Low",2043,-0.566136010545961
"BAU","Light truck","PHEV20","Electronic Controller","n","Low",2043,-0.95856467941244
"BAU","Car","PHEV40","Electronic Controller","n","Low",2043,-1.25408261133742
"BAU","Light truck","PHEV40","Electronic Controller","n","Low",2043,-2.70952121087312
"BAU","Car","PHEV20","Engine","n","Low",2043,-4.30613755136929
"BAU","Light truck","PHEV20","Engine","n","Low",2043,-6.36260517095096
"BAU","Car","PHEV40","Engine","n","Low",2043,-9.75098557464662
"BAU","Light truck","PHEV40","Engine","n","Low",2043,-18.5351361823019
"BAU","Car","BEV100","EV Battery","n","Low",2043,-89.3446886509945
"BAU","Light truck","BEV100","EV Battery","n","Low",2043,-180.321270598206
"BAU","Car","BEV300","EV Battery","n","Low",2043,-393.122689289864
"BAU","Light truck","BEV300","EV Battery","n","Low",2043,-611.895024396811
"BAU","Car","PHEV20","EV Battery","n","Low",2043,-28.3924110023825
"BAU","Light truck","PHEV20","EV Battery","n","Low",2043,-43.2099597058468
"BAU","Car","PHEV40","EV Battery","n","Low",2043,-58.6053165036666
"BAU","Light truck","PHEV40","EV Battery","n","Low",2043,-119.63465670425
"BAU","Car","BEV100","Exterior","n","Low",2043,-1.34903360123857
"BAU","Light truck","BEV100","Exterior","n","Low",2043,-2.72554915198688
"BAU","Car","BEV300","Exterior","n","Low",2043,-5.96987757204576
"BAU","Light truck","BEV300","Exterior","n","Low",2043,-9.29728936066378
"BAU","Car","PHEV20","Exterior","n","Low",2043,-0.454150961073189
"BAU","Light truck","PHEV20","Exterior","n","Low",2043,-0.694379562879547
"BAU","Car","PHEV40","Exterior","n","Low",2043,-0.980704031271237
"BAU","Light truck","PHEV40","Exterior","n","Low",2043,-2.00233507428255
"BAU","Car","PHEV20","Generator","n","Low",2043,-1.06451303129339
"BAU","Light truck","PHEV20","Generator","n","Low",2043,-1.76626691962954
"BAU","Car","PHEV40","Generator","n","Low",2043,-3.39651303328683
"BAU","Light truck","PHEV40","Generator","n","Low",2043,-7.45860973486421
"BAU","Car","BEV100","Interior","n","Low",2043,-3.03532560278694
"BAU","Light truck","BEV100","Interior","n","Low",2043,-6.13248559197035
"BAU","Car","BEV300","Interior","n","Low",2043,-13.432224537103
"BAU","Light truck","BEV300","Interior","n","Low",2043,-20.9189010614934
"BAU","Car","PHEV20","Interior","n","Low",2043,-1.02183966241455
"BAU","Light truck","PHEV20","Interior","n","Low",2043,-1.56235401647888
"BAU","Car","PHEV40","Interior","n","Low",2043,-2.20658407036041
"BAU","Light truck","PHEV40","Interior","n","Low",2043,-4.50525391713575
"BAU","Car","BEV100","Tires","n","Low",2043,-2.95101100270935
"BAU","Light truck","BEV100","Tires","n","Low",2043,-5.96213876997124
"BAU","Car","BEV300","Tires","n","Low",2043,-13.0591071888502
"BAU","Light truck","BEV300","Tires","n","Low",2043,-20.3378204764519
"BAU","Car","PHEV20","Tires","n","Low",2043,-0.993455227347567
"BAU","Light truck","PHEV20","Tires","n","Low",2043,-1.51895529379905
"BAU","Car","PHEV40","Tires","n","Low",2043,-2.14529006840584
"BAU","Light truck","PHEV40","Tires","n","Low",2043,-4.38010797499309
"BAU","Car","BEV100","Traction Motor","n","Low",2043,-8.18031268588381
"BAU","Light truck","BEV100","Traction Motor","n","Low",2043,-16.8186803231104
"BAU","Car","BEV300","Traction Motor","n","Low",2043,-43.5617702895057
"BAU","Light truck","BEV300","Traction Motor","n","Low",2043,-69.3063513290204
"BAU","Car","PHEV20","Traction Motor","n","Low",2043,-0.753964147311763
"BAU","Light truck","PHEV20","Traction Motor","n","Low",2043,-1.34342475660527
"BAU","Car","PHEV40","Traction Motor","n","Low",2043,-2.75248869276641
"BAU","Light truck","PHEV40","Traction Motor","n","Low",2043,-6.34246065603696
"BAU","Car","BEV100","Transmission","n","Low",2043,-11.8040440108374
"BAU","Light truck","BEV100","Transmission","n","Low",2043,-23.848555079885
"BAU","Car","BEV300","Transmission","n","Low",2043,-52.2364287554006
"BAU","Light truck","BEV300","Transmission","n","Low",2043,-81.3512819058075
"BAU","Car","PHEV20","Transmission","n","Low",2043,-3.9738209093903
"BAU","Light truck","PHEV20","Transmission","n","Low",2043,-6.07582117519624
"BAU","Car","PHEV40","Transmission","n","Low",2043,-8.5811602736234
"BAU","Light truck","PHEV40","Transmission","n","Low",2043,-17.5204318999723
"BAU","Car","BEV100","Wheels","n","Low",2043,-2.95101100270934
"BAU","Light truck","BEV100","Wheels","n","Low",2043,-5.96213876997126
"BAU","Car","BEV300","Wheels","n","Low",2043,-13.0591071888502
"BAU","Light truck","BEV300","Wheels","n","Low",2043,-20.3378204764519
"BAU","Car","PHEV20","Wheels","n","Low",2043,-0.993455227347578
"BAU","Light truck","PHEV20","Wheels","n","Low",2043,-1.51895529379905
"BAU","Car","PHEV40","Wheels","n","Low",2043,-2.14529006840583
"BAU","Light truck","PHEV40","Wheels","n","Low",2043,-4.38010797499308
"BAU","Car","BEV100","Body","n","Low",2044,-18.5492415916166
"BAU","Light truck","BEV100","Body","n","Low",2044,-37.4763594606713
"BAU","Car","BEV300","Body","n","Low",2044,-82.0861452410835
"BAU","Light truck","BEV300","Body","n","Low",2044,-127.843648271565
"BAU","Car","PHEV20","Body","n","Low",2044,-6.24252566815602
"BAU","Light truck","PHEV20","Body","n","Low",2044,-9.53713183409695
"BAU","Car","PHEV40","Body","n","Low",2044,-13.4634591896326
"BAU","Light truck","PHEV40","Body","n","Low",2044,-27.4894262271495
"BAU","Car","BEV100","Chassis","n","Low",2044,-23.776755131072
"BAU","Light truck","BEV100","Chassis","n","Low",2044,-48.0378789450427
"BAU","Car","BEV300","Chassis","n","Low",2044,-105.219513445389
"BAU","Light truck","BEV300","Chassis","n","Low",2044,-163.872312784461
"BAU","Car","PHEV20","Chassis","n","Low",2044,-8.00178290190922
"BAU","Light truck","PHEV20","Chassis","n","Low",2044,-12.2248689873421
"BAU","Car","PHEV40","Chassis","n","Low",2044,-17.257706779438
"BAU","Light truck","PHEV40","Chassis","n","Low",2044,-35.23644634571
"BAU","Car","BEV100","Electronic Controller","n","Low",2044,-6.68785100871992
"BAU","Light truck","BEV100","Electronic Controller","n","Low",2044,-13.4087340811079
"BAU","Car","BEV300","Electronic Controller","n","Low",2044,-24.4886433135818
"BAU","Light truck","BEV300","Electronic Controller","n","Low",2044,-37.0152743891803
"BAU","Car","PHEV20","Electronic Controller","n","Low",2044,-0.566017846630842
"BAU","Light truck","PHEV20","Electronic Controller","n","Low",2044,-0.957903230767641
"BAU","Car","PHEV40","Electronic Controller","n","Low",2044,-1.25285513035935
"BAU","Light truck","PHEV40","Electronic Controller","n","Low",2044,-2.70691976889025
"BAU","Car","PHEV20","Engine","n","Low",2044,-4.30523877428638
"BAU","Light truck","PHEV20","Engine","n","Low",2044,-6.35821471440889
"BAU","Car","PHEV40","Engine","n","Low",2044,-9.74144142723398
"BAU","Light truck","PHEV40","Engine","n","Low",2044,-18.5173403882593
"BAU","Car","BEV100","EV Battery","n","Low",2044,-89.3448400225523
"BAU","Light truck","BEV100","EV Battery","n","Low",2044,-180.321570609004
"BAU","Car","BEV300","EV Battery","n","Low",2044,-393.124367578591
"BAU","Light truck","BEV300","EV Battery","n","Low",2044,-611.925274135536
"BAU","Car","PHEV20","EV Battery","n","Low",2044,-28.3822899614259
"BAU","Light truck","PHEV20","EV Battery","n","Low",2044,-43.1576768603415
"BAU","Car","PHEV40","EV Battery","n","Low",2044,-58.502881914321
"BAU","Light truck","PHEV40","EV Battery","n","Low",2044,-119.428514637463
"BAU","Car","BEV100","Exterior","n","Low",2044,-1.34903575211757
"BAU","Light truck","BEV100","Exterior","n","Low",2044,-2.72555341532158
"BAU","Car","BEV300","Exterior","n","Low",2044,-5.96990147207878
"BAU","Light truck","BEV300","Exterior","n","Low",2044,-9.29771987429569
"BAU","Car","PHEV20","Exterior","n","Low",2044,-0.454001866775016
"BAU","Light truck","PHEV20","Exterior","n","Low",2044,-0.69360958793429
"BAU","Car","PHEV40","Exterior","n","Low",2044,-0.979160668336924
"BAU","Light truck","PHEV40","Exterior","n","Low",2044,-1.99923099833816
"BAU","Car","PHEV20","Generator","n","Low",2044,-1.06429084612035
"BAU","Light truck","PHEV20","Generator","n","Low",2044,-1.76504812356347
"BAU","Car","PHEV40","Generator","n","Low",2044,-3.39318856717717
"BAU","Light truck","PHEV40","Generator","n","Low",2044,-7.45144863923588
"BAU","Car","BEV100","Interior","n","Low",2044,-3.03533044226469
"BAU","Light truck","BEV100","Interior","n","Low",2044,-6.13249518447344
"BAU","Car","BEV300","Interior","n","Low",2044,-13.4322783121773
"BAU","Light truck","BEV300","Interior","n","Low",2044,-20.9198697171652
"BAU","Car","PHEV20","Interior","n","Low",2044,-1.02150420024367
"BAU","Light truck","PHEV20","Interior","n","Low",2044,-1.56062157285203
"BAU","Car","PHEV40","Interior","n","Low",2044,-2.20311150375818
"BAU","Light truck","PHEV40","Interior","n","Low",2044,-4.49826974626086
"BAU","Car","BEV100","Tires","n","Low",2044,-2.95101570775715
"BAU","Light truck","BEV100","Tires","n","Low",2044,-5.9621480960159
"BAU","Car","BEV300","Tires","n","Low",2044,-13.0591594701724
"BAU","Light truck","BEV300","Tires","n","Low",2044,-20.3387622250217
"BAU","Car","PHEV20","Tires","n","Low",2044,-0.993129083570317
"BAU","Light truck","PHEV20","Tires","n","Low",2044,-1.51727097360631
"BAU","Car","PHEV40","Tires","n","Low",2044,-2.14191396198701
"BAU","Light truck","PHEV40","Tires","n","Low",2044,-4.37331780886473
"BAU","Car","BEV100","Traction Motor","n","Low",2044,-8.18032081980867
"BAU","Light truck","BEV100","Traction Motor","n","Low",2044,-16.8186966434776
"BAU","Car","BEV300","Traction Motor","n","Low",2044,-43.5618778259139
"BAU","Light truck","BEV300","Traction Motor","n","Low",2044,-69.3083117646202
"BAU","Car","PHEV20","Traction Motor","n","Low",2044,-0.753806779905624
"BAU","Light truck","PHEV20","Traction Motor","n","Low",2044,-1.34249773884243
"BAU","Car","PHEV40","Traction Motor","n","Low",2044,-2.74979458993607
"BAU","Light truck","PHEV40","Traction Motor","n","Low",2044,-6.33637118777257
"BAU","Car","BEV100","Transmission","n","Low",2044,-11.8040628310287
"BAU","Light truck","BEV100","Transmission","n","Low",2044,-23.8485923840637
"BAU","Car","BEV300","Transmission","n","Low",2044,-52.2366378806895
"BAU","Light truck","BEV300","Transmission","n","Low",2044,-81.3550489000868
"BAU","Car","PHEV20","Transmission","n","Low",2044,-3.97251633428129
"BAU","Light truck","PHEV20","Transmission","n","Low",2044,-6.06908389442525
"BAU","Car","PHEV40","Transmission","n","Low",2044,-8.56765584794808
"BAU","Light truck","PHEV40","Transmission","n","Low",2044,-17.4932712354588
"BAU","Car","BEV100","Wheels","n","Low",2044,-2.95101570775714
"BAU","Light truck","BEV100","Wheels","n","Low",2044,-5.96214809601592
"BAU","Car","BEV300","Wheels","n","Low",2044,-13.0591594701724
"BAU","Light truck","BEV300","Wheels","n","Low",2044,-20.3387622250217
"BAU","Car","PHEV20","Wheels","n","Low",2044,-0.993129083570327
"BAU","Light truck","PHEV20","Wheels","n","Low",2044,-1.5172709736063
"BAU","Car","PHEV40","Wheels","n","Low",2044,-2.14191396198701
"BAU","Light truck","PHEV40","Wheels","n","Low",2044,-4.37331780886472
"BAU","Car","BEV100","Body","n","Low",2045,-18.5492553012194
"BAU","Light truck","BEV100","Body","n","Low",2045,-37.4763866349687
"BAU","Car","BEV300","Body","n","Low",2045,-82.0861836576988
"BAU","Light truck","BEV300","Body","n","Low",2045,-127.844193289145
"BAU","Car","PHEV20","Body","n","Low",2045,-6.24013471486404
"BAU","Light truck","PHEV20","Body","n","Low",2045,-9.52630660016382
"BAU","Car","PHEV40","Body","n","Low",2045,-13.4511544757426
"BAU","Light truck","PHEV40","Body","n","Low",2045,-27.4646785676111
"BAU","Car","BEV100","Chassis","n","Low",2045,-23.7767727042901
"BAU","Light truck","BEV100","Chassis","n","Low",2045,-48.037913777551
"BAU","Car","BEV300","Chassis","n","Low",2045,-105.219562688505
"BAU","Light truck","BEV300","Chassis","n","Low",2045,-163.873011397904
"BAU","Car","PHEV20","Chassis","n","Low",2045,-7.99871813450761
"BAU","Light truck","PHEV20","Chassis","n","Low",2045,-12.2109930056642
"BAU","Car","PHEV40","Chassis","n","Low",2045,-17.2419343734518
"BAU","Light truck","PHEV40","Chassis","n","Low",2045,-35.2047243457563
"BAU","Car","BEV100","Electronic Controller","n","Low",2045,-6.68785409135856
"BAU","Light truck","BEV100","Electronic Controller","n","Low",2045,-13.4087401126947
"BAU","Car","BEV300","Electronic Controller","n","Low",2045,-24.4886503805288
"BAU","Light truck","BEV300","Electronic Controller","n","Low",2045,-37.0153707884641
"BAU","Car","PHEV20","Electronic Controller","n","Low",2045,-0.565880033422751
"BAU","Light truck","PHEV20","Electronic Controller","n","Low",2045,-0.957226917343291
"BAU","Car","PHEV40","Electronic Controller","n","Low",2045,-1.25214342373565
"BAU","Light truck","PHEV40","Electronic Controller","n","Low",2045,-2.70541146624045
"BAU","Car","PHEV20","Engine","n","Low",2045,-4.30419054096544
"BAU","Light truck","PHEV20","Engine","n","Low",2045,-6.35372559084385
"BAU","Car","PHEV40","Engine","n","Low",2045,-9.73590762829738
"BAU","Light truck","PHEV40","Engine","n","Low",2045,-18.5070224786205
"BAU","Car","BEV100","EV Battery","n","Low",2045,-89.3449101923901
"BAU","Light truck","BEV100","EV Battery","n","Low",2045,-180.321709682086
"BAU","Car","BEV300","EV Battery","n","Low",2045,-393.124563772061
"BAU","Light truck","BEV300","EV Battery","n","Low",2045,-611.928059243718
"BAU","Car","PHEV20","EV Battery","n","Low",2045,-28.3704858654266
"BAU","Light truck","PHEV20","EV Battery","n","Low",2045,-43.1042182017164
"BAU","Car","PHEV40","EV Battery","n","Low",2045,-58.443486930788
"BAU","Light truck","PHEV40","EV Battery","n","Low",2045,-119.308986607523
"BAU","Car","BEV100","Exterior","n","Low",2045,-1.34903674917959
"BAU","Light truck","BEV100","Exterior","n","Low",2045,-2.7255553916341
"BAU","Car","BEV300","Exterior","n","Low",2045,-5.96990426601444
"BAU","Light truck","BEV300","Exterior","n","Low",2045,-9.29775951193788
"BAU","Car","PHEV20","Exterior","n","Low",2045,-0.453827979262869
"BAU","Light truck","PHEV20","Exterior","n","Low",2045,-0.69282229819369
"BAU","Car","PHEV40","Exterior","n","Low",2045,-0.978265780054024
"BAU","Light truck","PHEV40","Exterior","n","Low",2045,-1.99743116855355
"BAU","Car","PHEV20","Generator","n","Low",2045,-1.06403171412175
"BAU","Light truck","PHEV20","Generator","n","Low",2045,-1.76380193741205
"BAU","Car","PHEV40","Generator","n","Low",2045,-3.39126100610471
"BAU","Light truck","PHEV40","Generator","n","Low",2045,-7.44729667290994
"BAU","Car","BEV100","Interior","n","Low",2045,-3.03533268565423
"BAU","Light truck","BEV100","Interior","n","Low",2045,-6.13249963117661
"BAU","Car","BEV300","Interior","n","Low",2045,-13.4322845985325
"BAU","Light truck","BEV300","Interior","n","Low",2045,-20.9199589018602
"BAU","Car","PHEV20","Interior","n","Low",2045,-1.02111295334134
"BAU","Light truck","PHEV20","Interior","n","Low",2045,-1.5588501709357
"BAU","Car","PHEV40","Interior","n","Low",2045,-2.20109800512165
"BAU","Light truck","PHEV40","Interior","n","Low",2045,-4.49422012924549
"BAU","Car","BEV100","Tires","n","Low",2045,-2.95101788883031
"BAU","Light truck","BEV100","Tires","n","Low",2045,-5.96215241919955
"BAU","Car","BEV300","Tires","n","Low",2045,-13.0591655819066
"BAU","Light truck","BEV300","Tires","n","Low",2045,-20.338848932364
"BAU","Car","PHEV20","Tires","n","Low",2045,-0.992748704637499
"BAU","Light truck","PHEV20","Tires","n","Low",2045,-1.51554877729875
"BAU","Car","PHEV40","Tires","n","Low",2045,-2.13995639386815
"BAU","Light truck","PHEV40","Tires","n","Low",2045,-4.36938068121091
"BAU","Car","BEV100","Traction Motor","n","Low",2045,-8.18032459037308
"BAU","Light truck","BEV100","Traction Motor","n","Low",2045,-16.8187042089516
"BAU","Car","BEV300","Traction Motor","n","Low",2045,-43.561890397026
"BAU","Light truck","BEV300","Traction Motor","n","Low",2045,-69.3084922650143
"BAU","Car","PHEV20","Traction Motor","n","Low",2045,-0.75362324411919
"BAU","Light truck","PHEV20","Traction Motor","n","Low",2045,-1.34154988814752
"BAU","Car","PHEV40","Traction Motor","n","Low",2045,-2.74823252024737
"BAU","Light truck","PHEV40","Traction Motor","n","Low",2045,-6.33284054546745
"BAU","Car","BEV100","Transmission","n","Low",2045,-11.8040715553213
"BAU","Light truck","BEV100","Transmission","n","Low",2045,-23.8486096767983
"BAU","Car","BEV300","Transmission","n","Low",2045,-52.2366623276265
"BAU","Light truck","BEV300","Transmission","n","Low",2045,-81.3553957294561
"BAU","Car","PHEV20","Transmission","n","Low",2045,-3.97099481855
"BAU","Light truck","PHEV20","Transmission","n","Low",2045,-6.06219510919503
"BAU","Car","PHEV40","Transmission","n","Low",2045,-8.55982557547266
"BAU","Light truck","PHEV40","Transmission","n","Low",2045,-17.4775227248436
"BAU","Car","BEV100","Wheels","n","Low",2045,-2.95101788883031
"BAU","Light truck","BEV100","Wheels","n","Low",2045,-5.96215241919957
"BAU","Car","BEV300","Wheels","n","Low",2045,-13.0591655819066
"BAU","Light truck","BEV300","Wheels","n","Low",2045,-20.338848932364
"BAU","Car","PHEV20","Wheels","n","Low",2045,-0.992748704637506
"BAU","Light truck","PHEV20","Wheels","n","Low",2045,-1.51554877729875
"BAU","Car","PHEV40","Wheels","n","Low",2045,-2.13995639386815
"BAU","Light truck","PHEV40","Wheels","n","Low",2045,-4.3693806812109
"BAU","Car","BEV100","Body","n","Low",2046,-18.5492640592981
"BAU","Light truck","BEV100","Body","n","Low",2046,-37.4764039946717
"BAU","Car","BEV300","Body","n","Low",2046,-82.0863113040468
"BAU","Light truck","BEV300","Body","n","Low",2046,-127.896891167606
"BAU","Car","PHEV20","Body","n","Low",2046,-6.23740761152146
"BAU","Light truck","PHEV20","Body","n","Low",2046,-9.53268497034787
"BAU","Car","PHEV40","Body","n","Low",2046,-13.4379792415123
"BAU","Light truck","PHEV40","Body","n","Low",2046,-27.4381801414388
"BAU","Car","BEV100","Chassis","n","Low",2046,-23.7767839305546
"BAU","Light truck","BEV100","Chassis","n","Low",2046,-48.0379360295341
"BAU","Car","BEV300","Chassis","n","Low",2046,-105.219726307915
"BAU","Light truck","BEV300","Chassis","n","Low",2046,-163.940560496659
"BAU","Car","PHEV20","Chassis","n","Low",2046,-7.99522248385938
"BAU","Light truck","PHEV20","Chassis","n","Low",2046,-12.2191689165364
"BAU","Car","PHEV40","Chassis","n","Low",2046,-17.2250461186657
"BAU","Light truck","PHEV40","Chassis","n","Low",2046,-35.1707581812991
"BAU","Car","BEV100","Electronic Controller","n","Low",2046,-6.68785606063442
"BAU","Light truck","BEV100","Electronic Controller","n","Low",2046,-13.4087439658414
"BAU","Car","BEV300","Electronic Controller","n","Low",2046,-24.4886738617766
"BAU","Light truck","BEV300","Electronic Controller","n","Low",2046,-37.0246915768107
"BAU","Car","PHEV20","Electronic Controller","n","Low",2046,-0.565722845301913
"BAU","Light truck","PHEV20","Electronic Controller","n","Low",2046,-0.957625403065158
"BAU","Car","PHEV40","Electronic Controller","n","Low",2046,-1.25138137987043
"BAU","Light truck","PHEV40","Electronic Controller","n","Low",2046,-2.70379650845934
"BAU","Car","PHEV20","Engine","n","Low",2046,-4.30299493839445
"BAU","Light truck","PHEV20","Engine","n","Low",2046,-6.35637059474288
"BAU","Car","PHEV40","Engine","n","Low",2046,-9.72998243750862
"BAU","Light truck","PHEV40","Engine","n","Low",2046,-18.4959749687205
"BAU","Car","BEV100","EV Battery","n","Low",2046,-89.3449550188503
"BAU","Light truck","BEV100","EV Battery","n","Low",2046,-180.321798525871
"BAU","Car","BEV300","EV Battery","n","Low",2046,-393.125215661344
"BAU","Light truck","BEV300","EV Battery","n","Low",2046,-612.197352244248
"BAU","Car","PHEV20","EV Battery","n","Low",2046,-28.3570221953611
"BAU","Light truck","PHEV20","EV Battery","n","Low",2046,-43.1357168229742
"BAU","Car","PHEV40","EV Battery","n","Low",2046,-58.3798897477154
"BAU","Light truck","PHEV40","EV Battery","n","Low",2046,-119.181001960499
"BAU","Car","BEV100","Exterior","n","Low",2046,-1.34903738613077
"BAU","Light truck","BEV100","Exterior","n","Low",2046,-2.72555665415797
"BAU","Car","BEV300","Exterior","n","Low",2046,-5.9699135493852
"BAU","Light truck","BEV300","Exterior","n","Low",2046,-9.30159208491687
"BAU","Car","PHEV20","Exterior","n","Low",2046,-0.453629644474312
"BAU","Light truck","PHEV20","Exterior","n","Low",2046,-0.693286179661612
"BAU","Car","PHEV40","Exterior","n","Low",2046,-0.977307581200904
"BAU","Light truck","PHEV40","Exterior","n","Low",2046,-1.99550401028648
"BAU","Car","PHEV20","Generator","n","Low",2046,-1.06373615121836
"BAU","Light truck","PHEV20","Generator","n","Low",2046,-1.76453619370544
"BAU","Car","PHEV40","Generator","n","Low",2046,-3.3891971134259
"BAU","Light truck","PHEV40","Generator","n","Low",2046,-7.44285111264668
"BAU","Car","BEV100","Interior","n","Low",2046,-3.03533411879437
"BAU","Light truck","BEV100","Interior","n","Low",2046,-6.1325024718553
"BAU","Car","BEV300","Interior","n","Low",2046,-13.4323054861167
"BAU","Light truck","BEV300","Interior","n","Low",2046,-20.9285821910629
"BAU","Car","PHEV20","Interior","n","Low",2046,-1.02066670006707
"BAU","Light truck","PHEV20","Interior","n","Low",2046,-1.55989390423852
"BAU","Car","PHEV40","Interior","n","Low",2046,-2.19894205770211
"BAU","Light truck","PHEV40","Interior","n","Low",2046,-4.48988402314458
"BAU","Car","BEV100","Tires","n","Low",2046,-2.95101928216101
"BAU","Light truck","BEV100","Tires","n","Low",2046,-5.96215518097049
"BAU","Car","BEV300","Tires","n","Low",2046,-13.0591858892802
"BAU","Light truck","BEV300","Tires","n","Low",2046,-20.3472326857556
"BAU","Car","PHEV20","Tires","n","Low",2046,-0.992314847287542
"BAU","Light truck","PHEV20","Tires","n","Low",2046,-1.51656351800985
"BAU","Car","PHEV40","Tires","n","Low",2046,-2.13786033387697
"BAU","Light truck","PHEV40","Tires","n","Low",2046,-4.36516502250167
"BAU","Car","BEV100","Traction Motor","n","Low",2046,-8.18032699911517
"BAU","Light truck","BEV100","Traction Motor","n","Low",2046,-16.8187090419885
"BAU","Car","BEV300","Traction Motor","n","Low",2046,-43.5619321668878
"BAU","Light truck","BEV300","Traction Motor","n","Low",2046,-69.325944738764
"BAU","Car","PHEV20","Traction Motor","n","Low",2046,-0.753413905364404
"BAU","Light truck","PHEV20","Traction Motor","n","Low",2046,-1.34210836437288
"BAU","Car","PHEV40","Traction Motor","n","Low",2046,-2.74655996924997
"BAU","Light truck","PHEV40","Traction Motor","n","Low",2046,-6.32906024430328
"BAU","Car","BEV100","Transmission","n","Low",2046,-11.8040771286441
"BAU","Light truck","BEV100","Transmission","n","Low",2046,-23.848620723882
"BAU","Car","BEV300","Transmission","n","Low",2046,-52.2367435571207
"BAU","Light truck","BEV300","Transmission","n","Low",2046,-81.3889307430222
"BAU","Car","PHEV20","Transmission","n","Low",2046,-3.96925938915018
"BAU","Light truck","PHEV20","Transmission","n","Low",2046,-6.0662540720394
"BAU","Car","PHEV40","Transmission","n","Low",2046,-8.55144133550793
"BAU","Light truck","PHEV40","Transmission","n","Low",2046,-17.4606600900066
"BAU","Car","BEV100","Wheels","n","Low",2046,-2.951019282161
"BAU","Light truck","BEV100","Wheels","n","Low",2046,-5.96215518097052
"BAU","Car","BEV300","Wheels","n","Low",2046,-13.0591858892802
"BAU","Light truck","BEV300","Wheels","n","Low",2046,-20.3472326857555
"BAU","Car","PHEV20","Wheels","n","Low",2046,-0.992314847287552
"BAU","Light truck","PHEV20","Wheels","n","Low",2046,-1.51656351800984
"BAU","Car","PHEV40","Wheels","n","Low",2046,-2.13786033387697
"BAU","Light truck","PHEV40","Wheels","n","Low",2046,-4.36516502250166
"BAU","Car","BEV100","Body","n","Low",2047,-18.5492695163659
"BAU","Light truck","BEV100","Body","n","Low",2047,-37.4764148113225
"BAU","Car","BEV300","Body","n","Low",2047,-82.0863970478595
"BAU","Light truck","BEV300","Body","n","Low",2047,-127.898669582549
"BAU","Car","PHEV20","Body","n","Low",2047,-6.23562720992049
"BAU","Light truck","PHEV20","Body","n","Low",2047,-9.53163232184704
"BAU","Car","PHEV40","Body","n","Low",2047,-13.427142539788
"BAU","Light truck","PHEV40","Body","n","Low",2047,-27.4163850913905
"BAU","Car","BEV100","Chassis","n","Low",2047,-23.7767909255234
"BAU","Light truck","BEV100","Chassis","n","Low",2047,-48.0379498945138
"BAU","Car","BEV300","Chassis","n","Low",2047,-105.219836215893
"BAU","Light truck","BEV300","Chassis","n","Low",2047,-163.942840101267
"BAU","Car","PHEV20","Chassis","n","Low",2047,-7.99294033271639
"BAU","Light truck","PHEV20","Chassis","n","Low",2047,-12.217819612549
"BAU","Car","PHEV40","Chassis","n","Low",2047,-17.2111554373643
