"Year","Value","Data_type","Region","Source","Unit","Aeo_year","Aeo_case"
2025,62.856804,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2026,62.688438,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2027,63.128731,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2028,62.680573,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2029,60.488968,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2030,57.401897,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2031,57.2575,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2032,56.844112,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2033,56.778622,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2034,56.74493,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2035,56.783272,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2036,57.18425,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2037,57.160828,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2038,56.070072,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2039,55.631153,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2040,55.546112,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2041,55.517879,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2042,55.487183,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2043,55.453297,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2044,55.418159,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2045,55.383705,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2046,55.34671,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2047,55.31049,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2048,55.275471,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2049,55.239433,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2050,55.508648,"Electricity Generation","Reliability First Corporation / East","Coal","billion kilowatthours",2018,"REF"
2016,38.329632,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2017,39.635555,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2018,37.144039,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2019,37.897694,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2020,42.867439,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2021,41.484303,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2022,42.524319,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2023,34.269951,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2024,34.280853,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2025,34.289734,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2026,34.106468,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2027,34.103874,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2028,34.113022,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2029,34.106575,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2030,34.108505,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2031,34.105061,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2032,34.10099,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2033,34.098492,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2034,34.100395,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2035,34.098175,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2036,34.096497,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2037,34.095364,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2038,34.094604,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2039,34.092831,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2040,34.088715,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2041,34.086372,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2042,34.082184,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2043,34.077366,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2044,34.07198,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2045,34.066013,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2046,34.05846,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2047,34.046505,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2048,34.034126,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2049,34.021576,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2050,34.00724,"Electricity Generation","Reliability First Corporation / Michigan","Coal","billion kilowatthours",2018,"REF"
2016,264.997314,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2017,305.076111,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2018,302.338226,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2019,287.654205,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2020,293.604431,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2021,291.255707,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2022,285.428192,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2023,287.828827,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2024,288.990204,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2025,288.772644,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2026,299.187561,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2027,299.08316,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2028,299.244415,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2029,300.15271,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2030,308.24707,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2031,308.228516,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2032,308.065796,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2033,308.031311,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2034,307.990631,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2035,307.962402,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2036,308.04184,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2037,308.03241,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2038,308.017975,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2039,307.993896,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2040,307.935516,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2041,307.884186,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2042,307.827179,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2043,307.752808,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2044,307.691803,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2045,307.965149,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2046,308.037384,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2047,308.002167,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2048,307.959045,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2049,308.536285,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2050,309.324219,"Electricity Generation","Reliability First Corporation / West","Coal","billion kilowatthours",2018,"REF"
2016,110.958,"Electricity Generation","SERC Reliability Corporation / Central","Coal","billion kilowatthours",2018,"REF"
2017,121.538162,"Electricity Generation","SERC Reliability Corporation / Central","Coal","billion kilowatthours",2018,"REF"
2018,127.662277,"Electricity Generation","SERC Reliability Corporation / Central","Coal","billion kilowatthours",2018,"REF"
2019,118.647911,"Electricity Generation","SERC Reliability Corporation / Central","Coal","billion kilowatthours",2018,"REF"
2020,125.439041,"Electricity Generation","SERC Reliability Corporation / Central","Coal","billion kilowatthours",2018,"REF"
2021,119.716187,"Electricity Generation","SERC Reliability Corporation / Central","Coal","billion kilowatthours",2018,"REF"
2022,114.759193,"Electricity Generation","SERC Reliability Corporation / Central","Coal","billion kilowatthours",2018,"REF"
2023,104.189552,"Electricity Generation","SERC Reliability Corporation / Central","Coal","billion kilowatthours",2018,"REF"
