"Year","Value","Data_type","Region","Source","Unit","Aeo_year","Aeo_case"
2017,0.915842,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2018,1.142774,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2019,1.793771,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2020,1.047494,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2021,1.046109,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2022,1.182844,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2023,1.22482,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2024,1.303385,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2025,1.756987,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2026,1.682019,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2027,1.805239,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2028,1.865463,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2029,2.135149,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2030,1.908906,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2031,1.970865,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2032,1.896483,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2033,1.805768,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2034,1.500858,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2035,1.382001,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2036,1.486623,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2037,1.421782,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2038,1.421045,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2039,1.406695,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2040,1.406532,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2041,1.394322,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2042,1.297377,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2043,1.368013,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2044,1.467411,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2045,1.463789,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2046,0.958991,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2047,0.986956,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2048,1.015971,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2049,1.035596,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2050,1.092723,"Electricity Generation","SERC Reliability Corporation / Gateway","Natural Gas","billion kilowatthours",2018,"REF"
2016,122.136139,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2017,115.104797,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2018,114.368843,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2019,122.397713,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2020,112.414925,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2021,114.776115,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2022,113.68811,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2023,117.45018,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2024,111.720184,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2025,113.982803,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2026,108.351448,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2027,107.702759,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2028,108.391785,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2029,107.862129,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2030,108.794975,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2031,110.402328,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2032,112.872543,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2033,110.881981,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2034,109.919006,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2035,109.16507,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2036,108.23243,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2037,107.53833,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2038,108.600494,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2039,108.453033,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2040,107.982964,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2041,107.571053,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2042,107.157074,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2043,110.982849,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2044,110.057877,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2045,111.31321,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2046,111.820137,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2047,111.15403,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2048,109.584641,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2049,106.918159,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2050,107.322319,"Electricity Generation","SERC Reliability Corporation / Southeastern","Natural Gas","billion kilowatthours",2018,"REF"
2016,95.068169,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2017,77.35276,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2018,80.763702,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2019,94.82386,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2020,96.233299,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2021,103.545509,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2022,115.743866,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2023,107.388527,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2024,109.526985,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2025,110.32814,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2026,113.953522,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2027,115.237633,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2028,117.682182,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2029,119.310524,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2030,122.716698,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2031,127.373009,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2032,128.56926,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2033,129.283249,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2034,131.496368,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2035,135.240494,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2036,141.703156,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2037,147.466858,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2038,144.247421,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2039,146.535736,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2040,147.112106,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2041,148.867355,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2042,156.248779,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2043,158.208649,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2044,154.508087,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2045,157.470581,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2046,159.378372,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2047,162.229111,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2048,166.854294,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2049,167.07608,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2050,173.317291,"Electricity Generation","SERC Reliability Corporation / Virginia-Carolina","Natural Gas","billion kilowatthours",2018,"REF"
2016,6.232697,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2017,4.513674,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2018,4.72641,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2019,4.600007,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2020,9.303334,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2021,8.749164,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2022,8.662774,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2023,8.344834,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2024,8.734448,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2025,8.60746,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2026,9.006702,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2027,9.572078,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2028,9.739816,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2029,9.486722,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2030,9.552444,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2031,9.567704,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2032,9.121358,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2033,9.109963,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2034,9.057283,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2035,9.647439,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2036,9.052654,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2037,9.145545,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2038,9.164253,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2039,9.505638,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2040,9.190939,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2041,9.067578,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2042,9.932115,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2043,10.751405,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2044,10.069894,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2045,9.450724,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2046,10.335629,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2047,10.186657,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2048,10.31332,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2049,10.866545,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2050,12.43485,"Electricity Generation","Southwest Power Pool / North","Natural Gas","billion kilowatthours",2018,"REF"
2016,59.193226,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2017,63.435005,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2018,64.093948,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2019,57.504215,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2020,51.032539,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2021,47.265892,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2022,44.469254,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2023,43.044708,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2024,39.517853,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2025,36.427986,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2026,38.423664,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2027,38.027958,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2028,37.154716,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2029,37.286102,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2030,37.67004,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2031,38.198067,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2032,37.775635,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2033,37.121571,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2034,37.042236,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2035,36.432831,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2036,37.727627,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2037,40.45771,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2038,40.282715,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2039,41.337368,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2040,41.201694,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2041,42.225155,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2042,42.15657,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2043,41.795719,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2044,41.898087,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2045,41.957035,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2046,42.805294,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2047,42.652206,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2048,43.896103,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2049,45.495861,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2050,46.402931,"Electricity Generation","Southwest Power Pool / South","Natural Gas","billion kilowatthours",2018,"REF"
2016,158.282593,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2017,158.376068,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2018,174.633774,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2019,184.691849,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2020,196.110413,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2021,198.51178,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2022,202.397156,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2023,206.056961,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2024,199.482361,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2025,199.272491,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2026,201.553726,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2027,207.779678,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2028,213.327301,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2029,219.016357,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2030,225.037827,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2031,230.026672,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2032,233.847641,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2033,239.049072,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2034,241.598419,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2035,239.909409,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2036,242.268692,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2037,246.346069,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2038,250.05484,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2039,254.001816,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2040,257.571503,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2041,260.312958,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2042,264.524963,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2043,268.031433,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2044,272.329376,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2045,276.570587,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2046,282.39566,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2047,286.25177,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2048,290.200043,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2049,291.242218,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2050,296.115662,"Electricity Generation","Texas Regional Entity","Natural Gas","billion kilowatthours",2018,"REF"
2016,83.375992,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2017,76.879837,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2018,83.543411,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2019,79.380341,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2020,60.718277,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2021,59.667877,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2022,54.507607,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2023,48.451469,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2024,53.968941,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2025,59.758499,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2026,64.248123,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2027,62.393753,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2028,60.007317,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2029,57.234573,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2030,52.601471,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2031,47.175339,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2032,44.213116,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2033,42.761116,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2034,43.453117,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2035,42.387016,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2036,41.315071,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2037,40.095497,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2038,39.251583,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2039,39.687248,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2040,38.355583,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2041,38.355602,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2042,38.33614,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2043,38.032379,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2044,37.655628,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2045,37.211418,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2046,35.555328,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2047,35.368679,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2048,35.446972,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2049,35.753334,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2050,35.052464,"Electricity Generation","Western Electricity Coordinating Council/ California","Natural Gas","billion kilowatthours",2018,"REF"
2016,12.86602,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2017,10.544676,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2018,12.247433,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
