barrels08,barrelsA08,charge120,charge240,city08,city08U,cityA08,cityA08U,cityCD,cityE,cityUF,co2,co2A,co2TailpipeAGpm,co2TailpipeGpm,comb08,comb08U,combA08,combA08U,combE,combinedCD,combinedUF,cylinders,displ,drive,engId,eng_dscr,feScore,fuelCost08,fuelCostA08,fuelType,fuelType1,ghgScore,ghgScoreA,highway08,highway08U,highwayA08,highwayA08U,highwayCD,highwayE,highwayUF,hlv,hpv,id,lv2,lv4,mpgData,phevBlended,pv2,pv4,range,rangeCity,rangeCityA,rangeHwy,rangeHwyA,trany,UCity,UCityA,UHighway,UHighwayA,make,model,VClass,year,Sales,youSaveSpend,tCharger,sCharger,atvType,fuelType2,rangeA,evMotor,mfrCode,c240Dscr,charge240b,c240bDscr,startStop,phevCity,phevHwy,phevComb
0.18,0,0,7,121,120.7756,0,0,0,28,0,0,-1,0,0,112,111.6914,0,0,30,0,0,,,Rear-Wheel Drive,141,,10,600,0,Electricity,Electricity,10,-1,102,102.288,0,0,0,33,0,13,85,37293,0,0,N,FALSE,0,0,59,63.9,0,54,0,Automatic (A1),172.5366,0,146.1258,0,Mitsubishi,i-MiEV,Subcompact Cars,2017,,3750,,,EV,,,49 kW DCPM,MTX,,0,,N,0,0,0
2.006844186,0.186,0,4.5,43,42.6,113,113,0,29,0.778,51,-1,0,51,42,42.2,106,106,31,0,0.761,4,1.5,Front-Wheel Drive,1,SIDI; PHEV,10,850,600,Regular Gas or Electricity,Regular Gasoline,10,-1,42,41.8,99,99,0,34,0.737,19,90,37309,0,0,Y,FALSE,0,0,0,0,56.77,0,48.86,Automatic (variable gear ratios),58.7,162.1,61.1,141.1,Chevrolet,Volt,Compact Cars,2017,,3500,,,Plug-in Hybrid,Electricity,53,48 and 87 kW 3-Phase AC,GMX,,0,,Y,82,72,77
0.204,0,0,12,97,97.4898,0,0,0,35,0,0,-1,0,0,98,98.409,0,0,34,0,0,,,Rear-Wheel Drive,31,,10,650,0,Electricity,Electricity,10,-1,100,99.5562,0,0,0,34,0,26,94,37421,0,0,N,FALSE,0,0,249,246.1,0,252.7,0,Automatic (A1),132.1,0,134.9,0,Tesla,Model S (75 kW-hr battery pack),Large Cars,2016,,3500,,,EV,,,285 kW AC Induction (75 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.198,0,0,12,102,101.7702,0,0,0,33,0,0,-1,0,0,103,103.3343,0,0,33,0,0,,,All-Wheel Drive,61,,10,650,0,Electricity,Electricity,10,-1,105,105.3126,0,0,0,32,0,26,94,37422,0,0,N,FALSE,0,0,259,255,0,264.6,0,Automatic (A1),137.9,0,142.7,0,Tesla,Model S AWD - 75D,Large Cars,2016,,3500,,,EV,,,193 (front) 193 (rear) (75 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.216,0,0,12,91,91.1628,0,0,0,37,0,0,-1,0,0,93,93.0305,0,0,36,0,0,,,All-Wheel Drive,11,,10,700,0,Electricity,Electricity,10,-1,95,95.42,0,0,0,35,0,26,94,37423,0,0,N,FALSE,0,0,238,233.7,0,242.2,0,Automatic (A1),124.2,0,130,0,Tesla,Model X AWD - 75D,Standard Sport Utility Vehicle 4WD,2016,,3250,,,EV,,,193 (front) 193 (rear) (75 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
4.184202292,3.398041237,0,2.5,43,42.5701,104,103.6,0,33,0.498,112,-1,0,112,42,41.9135,97,97.4149,35,0,0.48,4,2,Front-Wheel Drive,12,PHEV,10,850,0,Regular Gas and Electricity,Regular Gasoline,10,-1,41,41.1379,91,90.79,0,37,0.456,0,0,37470,0,8,Y,TRUE,0,103,0,0,22.83,0,19.96,Automatic (variable gear ratios),59.8,148,61.3,129.7,Ford,Fusion Energi Plug-in Hybrid,Midsize Cars,2017,,3000,,,Plug-in Hybrid,Electricity,22,68 kW DCPM,FMX,,0,,Y,60,54,57
10.80370279,7.665348837,0,1.9,20,19.8825,39,38.5939,0.6,68,0.318,294,-1,0,294,21,21.1259,43,43.1161,68,0.3,0.311,6,3,4-Wheel Drive,333,SIDI; PHEV,6,2050,0,Premium and Electricity,Premium Gasoline,7,-1,23,22.8742,50,50.3231,0,68,0.303,0,0,37526,0,0,N,TRUE,0,0,0,0,12.16,0,11.44,Automatic 7-spd,26.9,52.1,32.3,71,Mercedes-Benz,GLE550e 4matic,Standard Sport Utility Vehicle 4WD,2016,,-2500,T,,Plug-in Hybrid,Electricity,12,85 kW DCPM,MBX,,0,,Y,24,27,25
8.652550063,6.103888889,0,3,24,23.7174,54,58.5962,0.0541,60,0.351,238,-1,0,238,25,25.0718,54,58.0196,60,0.0983,0.346,4,2,All-Wheel Drive,54,SIDI; PHEV,7,1700,0,Premium and Electricity,Premium Gasoline,8,-1,27,26.953,56,57.33,0.0442,60,0.34,0,0,37703,0,0,N,TRUE,0,0,0,0,13.84,0,13.3,Automatic (S8),30.4711,82.2,38.1739,82,Volvo,XC90 AWD PHEV,Standard Sport Utility Vehicle 4WD,2017,,-750,T,S,Plug-in Hybrid,Electricity,14,34 and 65kW DCPM,VVX,,0,,Y,29,32,30
0.18,0,0,4,121,121.03,0,0,0,27.8485,0,0,-1,0,0,112,112.4374,0,0,29.9767,0,0,,,Front-Wheel Drive,18,,10,600,0,Electricity,Electricity,10,-1,103,103.46,0,0,0,32.5778,0,7,72,37798,0,0,N,FALSE,0,0,84,90.02,0,76.65,0,Automatic (A1),172.9,0,147.8,0,Fiat,500e,Minicompact Cars,2017,,3750,,,EV,,,82 kW AC Induction,CRX,,0,,N,0,0,0
9.53520117,0.426,0,3,21,20.8,47,47.0475,0,71,0.371,258,-1,0,258,22,22.1658,46,46.0967,71,0,0.366,6,3,All-Wheel Drive,441,SIDI; PHEV,6,1950,1400,Premium Gas or Electricity,Premium Gasoline,8,-1,24,24.1,45,44.9855,0,71,0.361,0,0,37799,0,0,N,FALSE,0,0,0,0,14.62,0,13.92,Automatic (AM8),26.3,50.8,33.5,50.7,Porsche,Cayenne S e-Hybrid,Standard Sport Utility Vehicle 4WD,2017,,-2000,,S,Plug-in Hybrid,Electricity,14,70 kW DC Brushless,PRX,,0,,Y,25,29,27
0.282,0,0,5,73,73.15,0,0,0,46,0,0,-1,0,0,72,72.2873,0,0,47,0,0,,,Front-Wheel Drive,1,,10,900,0,Electricity,Electricity,10,-1,71,71.26,0,0,0,47,0,16,88,37800,0,0,N,FALSE,0,0,187,188.7,0,184.3,0,Automatic (A1),104.5,0,101.8,0,BYD,e6,Small Sport Utility Vehicle 2WD,2016,,2250,,,EV,,,75 kW AC PMSM,BYD,,0,,N,0,0,0
0.162,0,0,4,137,137.48,0,0,0,25,0,0,-1,0,0,124,124.3601,0,0,27,0,0,,,Rear-Wheel Drive,100,,10,550,0,Electricity,Electricity,10,-1,111,111.37,0,0,0,30,0,0,0,38000,0,15,N,FALSE,0,84,81,89,0,71.6,0,Automatic (A1),196.4,0,159.1,0,BMW,i3 BEV (60  Amp-hour battery),Subcompact Cars,2017,,4000,,,EV,,,125 kW AC Induction,BMX,,0,,N,0,0,0
0.174,0,0,5,129,129.08,0,0,0,26,0,0,-1,0,0,118,117.7049,0,0,29,0,0,,,Rear-Wheel Drive,102,,10,550,0,Electricity,Electricity,10,-1,106,106.26,0,0,0,32,0,0,0,38001,0,15,N,FALSE,0,84,114,123.8,0,101.9,0,Automatic (A1),184.4,0,151.8,0,BMW,i3 BEV (94 Amp-hour battery),Subcompact Cars,2017,,4000,,,EV,,,125 kW AC Induction,BMX,,0,,N,0,0,0
0.24,0,0,3.5,85,85.4,0,0,0,39.4672,0,0,-1,0,0,84,83.7887,0,0,40.2262,0,0,,,Front-Wheel Drive,504,,10,800,0,Electricity,Electricity,10,-1,82,81.9,0,0,0,41.1538,0,0,0,38002,0,22,N,FALSE,0,90,87,89,0,85,0,Automatic (A1),122,0,117,0,Mercedes-Benz,B250e,Midsize Cars,2017,,2750,,,EV,,,132 kW AC Induction,MBX,,0,,N,0,0,0
8.009330414,5.15015625,0,3,25,24.8563,62,62.0758,0,53,0.356,214,-1,0,214,27,26.7381,64,64.451,52,0,0.362,4,2,All-Wheel Drive,740,SIDI; PHEV,8,1600,0,Premium and Electricity,Premium Gasoline,9,-1,29,29.4644,68,67.613,0,50,0.369,0,0,38045,0,10,N,TRUE,0,114,0,0,13.45,0,14.73,Automatic (S8),32.1,87.6,42.1,97,BMW,740e xDrive,Large Cars,2017,,-250,T,,Plug-in Hybrid,Electricity,14,83kW DCPM,BMX,,0,,Y,31,37,33
3.880578051,3.329393939,0,2.7,38,37.8163,99,99.1,0,34,0.557,104,-1,0,104,39,38.5993,99,98.5254,34,0,0.556,4,2,Front-Wheel Drive,42,SIDI; PHEV,10,900,0,Regular Gas and Electricity,Regular Gasoline,10,-1,40,39.5547,98,97.9,0,34,0.554,0,0,38046,0,10,N,TRUE,0,106,0,0,27.46,0,27.17,Automatic (AM6),51.9,141.3,58.6,140,Hyundai,Sonata Plug-in Hybrid,Midsize Cars,2017,,3000,,,Plug-in Hybrid,Electricity,27,50 kW IPMSM,HYX,,0,,Y,57,59,58
7.070999909,4.642394366,0,2,28,27.7708,66,66.0249,0,51,0.344,189,-1,0,189,30,30.3998,71,70.9242,47,0,0.359,4,2,Rear-Wheel Drive,330,SIDI; PHEV,9,1450,0,Premium and Electricity,Premium Gasoline,10,-1,34,34.3774,78,77.9981,0,43,0.376,0,0,38081,0,9,N,TRUE,0,96,0,0,13.06,0,15.11,Automatic (S8),36.3462,93.7,49.9849,111,BMW,330e,Compact Cars,2017,,500,T,,Plug-in Hybrid,Electricity,14,83kW DCPM,BMX,,0,,Y,34,43,38
0.192,0,0,4,120,119.6,0,0,0,28.1744,0,0,-1,0,0,105,105.3754,0,0,31.9856,0,0,,,Front-Wheel Drive,37,,10,600,0,Electricity,Electricity,10,-1,92,92,0,0,0,36.6438,0,0,0,38168,0,19,N,FALSE,0,97,93,103.6,0,79.7,0,Automatic (A1),170.9,0,131.4,0,Kia,Soul Electric,Small Station Wagons,2017,,3750,,,EV,,,81 kW AC PMSM,KMX,,0,,N,0,0,0
9.179989169,5.885892857,0,3,23,22.962,55,55.038,0,62,0.338,248,-1,0,248,24,23.8111,56,56.0335,59,0,0.345,4,2,All-Wheel Drive,576,SIDI; PHEV,7,1800,0,Premium and Electricity,Premium Gasoline,8,-1,25,24.8488,57,57.3002,0,57,0.353,0,0,38169,0,0,N,TRUE,0,0,0,0,13.17,0,13.95,Automatic (S8),29.4,78.6,37.8484,81.9,BMW,X5 xDrive40e,Standard Sport Utility Vehicle 4WD,2017,,-1250,T,,Plug-in Hybrid,Electricity,14,83 kW AC Induction,BMX,,0,,Y,28,31,29
0.204,0,0,10,98,97.5636,0,0,0,35,0,0,-1,0,0,99,99.0945,0,0,34,0,0,,,Rear-Wheel Drive,2,,10,650,0,Electricity,Electricity,10,-1,101,101.0322,0,0,0,33,0,26,94,38170,0,0,N,FALSE,0,0,210,207.5,0,214.8,0,Automatic (A1),132.2,0,136.9,0,Tesla,Model S (60 kW-hr battery pack),Large Cars,2016,,3500,,,EV,,,285 kW AC Induction (60 kW-hr battery pack),TSL,standard charger,3.75,80 amp dual charger,N,0,0,0
0.192,0,0,12,101,101.475,0,0,0,33,0,0,-1,0,0,104,103.7678,0,0,32,0,0,,,All-Wheel Drive,21,,10,600,0,Electricity,Electricity,10,-1,107,106.7148,0,0,0,32,0,26,94,38171,0,0,N,FALSE,0,0,218,221.1,0,226.9,0,Automatic (A1),137.5,0,144.6,0,Tesla,Model S AWD - 60D,Large Cars,2016,,3750,,,EV,,,193 (front) 193 (rear) (60 kW-hr battery pack),TSL,standard charger,3.75,80 amp dual charger,N,0,0,0
0.21,0,0,12,92,92.4713,0,0,0,36,0,0,-1,0,0,98,97.5232,0,0,35,0,0,,,All-Wheel Drive,15,,10,700,0,Electricity,Electricity,10,-1,105,104.5008,0,0,0,32,0,26,94,38172,0,0,N,FALSE,0,0,315,305.9,0,346.9,0,Automatic (A1),125.3,0,141.6,0,Tesla,Model S AWD - P100D,Large Cars,2016,,3250,,,EV,,,193 (front) 375 (rear) (100 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.216,0,0,12,91,91.2362,0,0,0,37,0,0,-1,0,0,93,92.5663,0,0,36,0,0,,,All-Wheel Drive,12,,10,700,0,Electricity,Electricity,10,-1,94,94.2456,0,0,0,36,0,26,94,38173,0,0,N,FALSE,0,0,200,196.5,0,203.2,0,Automatic (A1),124.3,0,128.4,0,Tesla,Model X AWD - 60D,Standard Sport Utility Vehicle 4WD,2016,,3250,,,EV,,,193 (front) 193 (rear) (60 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.168,0,0,9.3,128,127.54,0,0,0,26.427,0,0,-1,0,0,119,119.0958,0,0,28.3007,0,0,,,Front-Wheel Drive,293,,10,550,0,Electricity,Electricity,10,-1,110,110.18,0,0,0,30.5909,0,0,0,38187,0,17,N,FALSE,0,95,238,255.1,0,217.4,0,Automatic (A1),182.2,0,157.4,0,Chevrolet,Bolt EV,Small Station Wagons,2017,,4000,,,EV,,,150 kW ACPM,GMX,,0,,N,0,0,0
5.931317675,3.971204819,0,2.5,33,32.6,81,80.6617,0,42,0.396,158,-1,0,158,34,33.9,83,83.0222,41,0,0.393,4,1.4,Front-Wheel Drive,86,SIDI; PHEV,10,1250,0,Premium and Electricity,Premium Gasoline,10,-1,36,35.6,86,86.1019,0,39,0.389,14,89,38228,0,0,N,TRUE,0,0,0,0,16.29,0,15.91,Automatic (AM-S6),43.6,114.9618,52,123.0027,Audi,A3 e-tron,Compact Cars,2017,,1500,T,,Plug-in Hybrid,Electricity,16,80 kW DCPM,VGA,,0,,Y,42,46,44
1.23807953,0.18,0,5,36,36.1399,118,118.125,0,29,0.896,29,-1,0,29,35,34.8551,111,110.6026,30,0,0.888,2,0.6,Rear-Wheel Drive,103,PHEV; 94 Amp-hour battery,10,1250,600,Premium Gas or Electricity,Premium Gasoline,10,-1,33,33.4036,103,102.6157,0,32,0.877,0,0,38229,0,15,N,FALSE,0,84,0,0,103.03,0,90.55,Automatic (A1),49.2,168.8,48.4,147,BMW,i3 REX  (94 Amp-hour battery),Subcompact Cars,2017,,3500,,,Plug-in Hybrid,Electricity,97,125kW AC Induction,BMX,,0,,Y,95,81,88
7.354658294,4.336973684,0,2,28,28.1135,80,79.5972,0,45,0.368,199,-1,0,199,28,28.4624,76,76.1755,43,0.1,0.374,3,1.5,All-Wheel Drive,108,SIDI; PHEV,8,1550,0,Premium and Electricity,Premium Gasoline,10,-1,29,28.8888,72,72.3731,0.2,41,0.381,0,0,38230,5,0,N,TRUE,81,0,0,0,14.73,0,15.43,Automatic 6-spd,38.4,113.7,46.4,103,BMW,i8,Subcompact Cars,2017,,500,T,,Plug-in Hybrid,Electricity,15,96kW AC Induction,BMX,,0,,Y,37,38,37
3.635100053,3.200097087,0,2.7,38,37.8532,103,102.517,0,33,0.568,97,-1,0,97,40,39.9504,103,103.3022,33,0,0.572,4,2,Front-Wheel Drive,25,SIDI; PHEV,10,900,0,Regular Gas and Electricity,Regular Gasoline,10,-1,43,42.8521,104,104.2785,0,32,0.576,0,0,38406,0,10,N,TRUE,0,105,0,0,28.41,0,29.13,Automatic (AM6),54.2,146.4,60.4,149,Kia,Optima Plug-in Hybrid,Midsize Cars,2017,,3000,,,Plug-in Hybrid,Electricity,29,50kW IPMSM,KMX,,0,,Y,58,65,61
0.18,0,0,6,124,123.55,0,0,0,27.2805,0,0,-1,0,0,112,112.3924,0,0,29.9887,0,0,,,Front-Wheel Drive,902,,10,600,0,Electricity,Electricity,10,-1,101,101.22,0,0,0,33.2988,0,24,92,38428,0,0,N,FALSE,0,0,107,116,0,95,0,Automatic (A1),176.5,0,144.6,0,Nissan,Leaf,Midsize Cars,2017,,3750,,,EV,,,80 kW DCPM,NSX,6.6 kW charger,0,,N,0,0,0
0.15,0,0,4,150,150,0,0,0,22,0,0,-1,0,0,136,136,0,0,25,0,0,,,Front-Wheel Drive,49,,10,500,0,Electricity,Electricity,10,-1,122,122,0,0,0,28,0,0,0,38431,0,23,N,FALSE,0,96,124,135.4,0,110,0,Automatic (A1),224.8,0,182.7,0,Hyundai,Ioniq Electric,Midsize Cars,2017,,4250,,,EV,,,88 kW AC PMSM,HYX,,0,,N,0,0,0
10.86146565,7.665348837,0,1.9,20,19.8643,38,37.95,0.6,69,0.313,296,-1,0,296,21,21.1179,43,42.5769,69,0.3,0.308,6,3,4-Wheel Drive,333,SIDI; PHEV,5,2050,0,Premium and Electricity,Premium Gasoline,7,-1,23,22.883,50,50.0324,0,68,0.301,0,0,38459,0,0,N,TRUE,0,0,0,0,11.96,0,11.38,Automatic 7-spd,26.9,52.1,32.3,71,Mercedes-Benz,GLE550e 4matic,Standard Sport Utility Vehicle 4WD,2017,,-2500,T,,Plug-in Hybrid,Electricity,12,85 kW DCPM,MBX,,0,,Y,24,27,25
8.2541804,5.682931034,0,1.9,24,23.5,54,53.924,0,63,0.336,229,-1,0,229,26,25.9,58,57.5844,59,0,0.352,6,3,Rear-Wheel Drive,201,SIDI; PHEV,7,1650,0,Premium and Electricity,Premium Gasoline,9,-1,30,29.6,63,62.7941,0,54,0.37,0,0,38460,0,9,N,TRUE,0,112,0,0,13.08,0,14.87,Automatic 7-spd,30.2,75.8,42.3,90,Mercedes-Benz,S550e,Large Cars,2017,,-500,T,,Plug-in Hybrid,Electricity,14,85 kW DCPM,MBX,,0,,Y,28,36,31
4.048550748,3.923928571,0,2,32,32.0636,89,89.2017,0,38,0.64,106,-1,0,106,32,32.3133,84,84.0424,40,0,0.617,6,3.6,Front-Wheel Drive,539,PHEV,10,1100,0,Regular Gas and Electricity,Regular Gasoline,10,-1,33,32.6238,78,78.4935,0,43,0.586,0,0,38491,0,0,N,TRUE,0,0,0,0,35.51,0,29.98,Automatic (variable gear ratios),47.2789,127.4,46.8,112,Chrysler,Pacifica Plug-in Hybrid,Minivan - 2WD,2017,,2250,,,Plug-in Hybrid,Electricity,33,65 and 102 kW AC Induction,CRX,,0,,Y,54,49,52
7.884889477,6.462941176,0,1.5,28,28.5,45,45.0168,0.5,57,0.301,215,-1,0,215,30,30.1,51,51.1013,56,0.2,0.299,4,2,Rear-Wheel Drive,102,SIDI; PHEV,8,1450,0,Premium and Electricity,Premium Gasoline,9,-1,32,32.2,61,61.2136,0,55,0.297,0,0,38499,0,10,N,TRUE,0,91,0,0,11.37,0,11.19,Automatic 7-spd,37.4,63.3,46.5,87,Mercedes-Benz,C350e,Compact Cars,2016,,-250,T,,Plug-in Hybrid,Electricity,11,60 kW DCPM,MBX,,0,,Y,32,37,34
0.234,0,0,12,81,81.474,0,0,0,41,0,0,-1,0,0,86,85.7115,0,0,39,0,0,,,All-Wheel Drive,13,,10,750,0,Electricity,Electricity,10,-1,92,91.5298,0,0,0,37,0,26,94,38500,0,0,N,FALSE,0,0,289,276.1,0,305.8,0,Automatic (A1),111,0,124.7,0,Tesla,Model X AWD - P100D,Standard Sport Utility Vehicle 4WD,2016,,3000,,,EV,,,193 (front) 375 (rear) (100 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.186,0,0,5.5,118,118.44,0,0,0,28,0,0,-1,0,0,107,107.0326,0,0,31,0,0,,,Front-Wheel Drive,240,,10,600,0,Electricity,Electricity,10,-1,96,95.76,0,0,0,35,0,14,91,38505,0,0,N,FALSE,0,0,115,125.8,0,101.7,0,Automatic (A1),169.2,0,136.8,0,Ford,Focus Electric,Compact Cars,2017,,3750,,,EV,,,107 kW AC PMSM,FMX,,0,,N,0,0,0
4.595636089,3.469578947,0,2.5,41,40.6112,104,103.6744,0,33,0.484,122,-1,0,122,39,39.3992,95,95.4005,35,0,0.461,4,2,Front-Wheel Drive,264,PHEV,10,900,0,Regular Gas and Electricity,Regular Gasoline,10,-1,38,38.0126,87,86.922,0,38,0.432,0,0,38506,0,19,N,TRUE,0,100,0,0,21.84,0,18.41,Automatic (variable gear ratios),56.5,148.1,56,124.2,Ford,C-MAX Energi Plug-In Hybrid,Midsize Cars,2017,,2750,,,Plug-in Hybrid,Electricity,20,68 kW DCPM,FMX,,0,,Y,57,50,54
0.192,0,0,12,101,101.475,0,0,0,33,0,0,-1,0,0,104,103.7678,0,0,32,0,0,,,All-Wheel Drive,21,,10,600,0,Electricity,Electricity,10,-1,107,106.7148,0,0,0,32,0,26,94,38523,0,0,N,FALSE,0,0,218,221.1,0,226.9,0,Automatic (A1),137.5,0,144.6,0,Tesla,Model S AWD - 60D,Large Cars,2017,,3750,,,EV,,,193 (front) 193 (rear) (60 kW-hr battery pack),TSL,standard charger,3.75,80 amp dual charger,N,0,0,0
0.198,0,0,12,102,101.7702,0,0,0,33,0,0,-1,0,0,103,103.3343,0,0,33,0,0,,,All-Wheel Drive,61,,10,650,0,Electricity,Electricity,10,-1,105,105.3126,0,0,0,32,0,26,94,38524,0,0,N,FALSE,0,0,259,255,0,264.6,0,Automatic (A1),137.9,0,142.7,0,Tesla,Model S AWD - 75D,Large Cars,2017,,3500,,,EV,,,193 (front) 193 (rear) (75 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.21,0,0,12,92,92.4713,0,0,0,36,0,0,-1,0,0,98,97.5232,0,0,35,0,0,,,All-Wheel Drive,15,,10,700,0,Electricity,Electricity,10,-1,105,104.5008,0,0,0,32,0,26,94,38525,0,0,N,FALSE,0,0,315,305.9,0,346.9,0,Automatic (A1),125.3,0,141.6,0,Tesla,Model S AWD - P100D,Large Cars,2017,,3250,,,EV,,,193 (front) 375 (rear) (100 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.216,0,0,12,91,91.2362,0,0,0,37,0,0,-1,0,0,93,92.5663,0,0,36,0,0,,,All-Wheel Drive,12,,10,700,0,Electricity,Electricity,10,-1,94,94.2456,0,0,0,36,0,0,0,38526,0,0,N,FALSE,0,0,200,196.5,0,203.2,0,Automatic (A1),124.3,0,128.4,0,Tesla,Model X AWD - 60D,Standard Sport Utility Vehicle 4WD,2017,,3250,,,EV,,,193 (front) 193 (rear) (60 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.216,0,0,12,91,91.1628,0,0,0,37,0,0,-1,0,0,93,93.0305,0,0,36,0,0,,,All-Wheel Drive,11,,10,700,0,Electricity,Electricity,10,-1,95,95.42,0,0,0,35,0,0,0,38527,0,0,N,FALSE,0,0,238,233.7,0,242.2,0,Automatic (A1),124.2,0,130,0,Tesla,Model X AWD - 75D,Standard Sport Utility Vehicle 4WD,2017,,3250,,,EV,,,193 (front) 193 (rear) (75 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.222,0,0,12,90,90.2795,0,0,0,37,0,0,-1,0,0,92,92.084,0,0,37,0,0,,,All-Wheel Drive,9,,10,700,0,Electricity,Electricity,10,-1,94,94.3898,0,0,0,36,0,0,0,38528,0,0,N,FALSE,0,0,257,252.4,0,262.7,0,Automatic (A1),123,0,128.6,0,Tesla,Model X AWD - 90D,Standard Sport Utility Vehicle 4WD,2017,,3250,,,EV,,,193 (front) 193 (rear) (90 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.228,0,0,12,89,88.5914,0,0,0,38,0,0,-1,0,0,89,89.1811,0,0,38,0,0,,,All-Wheel Drive,10,,10,750,0,Electricity,Electricity,10,-1,90,89.9126,0,0,0,37,0,0,0,38529,0,0,N,FALSE,0,0,250,247.3,0,252.7,0,Automatic (A1),120.7,0,122.5,0,Tesla,Model X AWD - P90D,Standard Sport Utility Vehicle 4WD,2017,,3000,,,EV,,,193 (front) 375 (rear) (90 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.234,0,0,12,81,81.474,0,0,0,41,0,0,-1,0,0,86,85.7115,0,0,39,0,0,,,All-Wheel Drive,13,,10,750,0,Electricity,Electricity,10,-1,92,91.5298,0,0,0,37,0,0,0,38530,0,0,N,FALSE,0,0,289,276.1,0,305.8,0,Automatic (A1),111,0,124.7,0,Tesla,Model X AWD - P100D,Standard Sport Utility Vehicle 4WD,2017,,3000,,,EV,,,193 (front) 375 (rear) (100 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
2.957863087,2.478270677,0,2,55,55.2206,145,145.0835,0,23,0.553,78,-1,0,78,54,54.4329,133,133.2662,25,0,0.529,4,1.8,Front-Wheel Drive,108,PHEV,10,650,0,Regular Gas and Electricity,Regular Gasoline,10,-1,53,53,121,121.2005,0,28,0.498,20,91,38531,0,0,Y,TRUE,0,0,0,0,27.1,0,22.82,Automatic (variable gear ratios),78.8197,207.2622,73.6525,173.1436,Toyota,Prius Prime,Midsize Cars,2017,,4000,,,Plug-in Hybrid,Electricity,25,16 and 37 kW AC Induction,TYX,,0,,Y,83,73,78
0.21,0,0,12,92,91.6596,0,0,0,37,0,0,-1,0,0,95,95.3238,0,0,35,0,0,,,All-Wheel Drive,8,,10,700,0,Electricity,Electricity,10,-1,100,100.2204,0,0,0,34,0,26,94,38537,0,0,N,FALSE,0,0,270,259.4,0,282.9,0,Automatic (A1),124.2,0,135.8,0,Tesla,Model S AWD - P90D,Large Cars,2017,,3250,,,EV,,,193 (front) 375 (rear) (90 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.168,0,0,5.3,126,125.67,0,0,0,26.8202,0,0,-1,0,0,119,118.6017,0,0,28.4186,0,0,,,Front-Wheel Drive,100,,10,550,0,Electricity,Electricity,10,-1,111,110.973,0,0,0,30.3723,0,17,91,38549,0,0,N,FALSE,0,0,125,130.3,0,117.7,0,Automatic (A1),177,0,156.3,0,Volkswagen,e-Golf,Compact Cars,2017,,4000,,,EV,,,100 kW AC PMSM,VGA,7.2 kW charger,0,3.6 kW charger,N,0,0,0
0.204,0,0,10,98,97.5636,0,0,0,35,0,0,-1,0,0,99,99.0945,0,0,34,0,0,,,Rear-Wheel Drive,2,,10,650,0,Electricity,Electricity,10,-1,101,101.0322,0,0,0,33,0,26,94,38557,0,0,N,FALSE,0,0,210,207.5,0,214.8,0,Automatic (A1),132.2,0,136.9,0,Tesla,Model S (60 kW-hr battery pack),Large Cars,2017,,3500,,,EV,,,285 kW AC Induction (60 kW-hr battery pack),TSL,standard charger,3.75,80 amp dual charger,N,0,0,0
0.204,0,0,12,97,97.4898,0,0,0,35,0,0,-1,0,0,98,98.409,0,0,34,0,0,,,Rear-Wheel Drive,31,,10,650,0,Electricity,Electricity,10,-1,100,99.5562,0,0,0,34,0,26,94,38558,0,0,N,FALSE,0,0,249,246.1,0,252.7,0,Automatic (A1),132.1,0,134.9,0,Tesla,Model S (75 kW-hr battery pack),Large Cars,2017,,3500,,,EV,,,285 kW AC Induction (75 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
0.192,0,0,12,102,101.5638,0,0,0,33,0,0,-1,0,0,104,103.8187,0,0,32,0,0,,,All-Wheel Drive,7,,10,600,0,Electricity,Electricity,10,-1,107,106.5402,0,0,0,32,0,26,94,38569,0,0,N,FALSE,0,0,294,286.8,0,302.7,0,Automatic (A1),134.7,0,141.3,0,Tesla,Model S AWD - 90D,Large Cars,2017,,3750,,,EV,,,193 (front) 193 (rear) (90 kW-hr battery pack),TSL,standard charger,4.75,80 amp dual charger,N,0,0,0
